news_mode,configs,trades,net_profit,avg_net_per_config,median_profit_factor,avg_win_rate,worst_dd_pct,configs_profitable
INCLUDE_NEWS,243,99946,5574296.000000015,22939.489711934217,1.1169036476410121,35.883597600607125,86.28939613405883,154
SKIP_NEWS,243,68059,1165936.0000000373,4798.090534979578,0.9933473389355758,35.10619289292366,81.12881474451771,120
