timeframe,session,orb_minutes,risk_reward,trades_include,net_profit_include,profit_factor_include,win_rate_include,max_dd_pct_include,max_consec_losses_include,avg_r_include,trades_skip,net_profit_skip,profit_factor_skip,win_rate_skip,max_dd_pct_skip,max_consec_losses_skip,avg_r_skip,delta_trades,delta_net_profit,delta_profit_factor,delta_win_rate,delta_max_dd_pct,delta_max_consec_losses,delta_avg_r
M5,ASIA,15,1.5,579,46823.99999999997,1.185857463234564,42.832469775474955,16.71691024877457,12,0.060509264977133596,404,19873.999999999243,1.1098921758363245,41.83168316831683,13.2388869895854,12,0.03827336568322027,-175,-26950.000000000728,-0.07596528739823949,-1.0007866071581262,-3.4780232591891718,0,-0.022235899293913328
M5,ASIA,15,2.0,565,9230.000000000407,1.033314083592003,35.92920353982301,26.36805039149628,12,0.04287175248416445,397,5414.999999999767,1.0276494166304975,36.02015113350126,16.37148251371061,14,0.05255566407169765,-168,-3815.0000000006403,-0.005664666961505471,0.09094759367825134,-9.996567877785669,2,0.009683911587533199
M5,ASIA,15,2.5,558,1508.0000000002183,1.0051859621369748,31.36200716845878,30.692040928444158,16,0.029642809652192566,391,-8234.000000000407,0.960455287676494,30.179028132992325,25.167379416713775,16,0.011946038406770955,-167,-9742.000000000626,-0.044730674460480735,-1.182979035466456,-5.524661511730383,0,-0.017696771245421614
M5,ASIA,15,3.0,551,14784.999999999767,1.0503130742530453,28.85662431941924,27.29581387728357,20,0.047886722666954526,387,6604.999999999593,1.0314546277115018,27.906976744186046,19.196137283048614,18,0.04202648297566662,-164,-8180.000000000175,-0.01885844654154356,-0.9496475752331932,-8.099676594234957,-2,-0.005860239691287905
M5,ASIA,15,3.5,549,34571.00000000009,1.1167505318969309,27.686703096539162,19.880905481984374,20,0.0893383080458556,385,17658.999999999476,1.0832049379225839,26.233766233766232,15.068732816795732,18,0.0694699360232283,-164,-16912.00000000061,-0.03354559397434698,-1.4529368627729298,-4.812172665188642,-2,-0.019868372022627298
M5,ASIA,15,4.0,547,51759.999999999825,1.1735922460341415,26.691042047531994,18.669387160242024,20,0.12920560450056745,385,34819.99999999974,1.1632672199559229,25.454545454545453,14.184512661835507,18,0.12174098847178387,-162,-16940.000000000087,-0.010325026078218613,-1.2364965929865406,-4.484874498406517,-2,-0.00746461602878358
M5,ASIA,15,4.5,545,67341.99999999991,1.2254163249594134,25.871559633027523,21.046848749920297,20,0.15608069240631428,384,48013.999999999476,1.2247793825050886,24.739583333333336,14.319826052579716,18,0.1619676273258935,-161,-19328.000000000437,-0.0006369424543248847,-1.1319762996941876,-6.727022697340582,-2,0.005886934919579229
M5,ASIA,15,5.0,545,62730.000000000175,1.20935122146576,25.321100917431195,22.841414674609826,20,0.16282536893227073,384,52180.00000000003,1.2436041083099905,24.21875,14.653248228061416,18,0.17312706136676334,-161,-10550.000000000146,0.034252886844230446,-1.1023509174311954,-8.18816644654841,-2,0.01030169243449261
M5,ASIA,30,1.0,513,76289.99999999927,1.390940070204202,54.58089668615984,10.799245387199347,8,0.09321883709631867,360,59174.9999999993,1.44400675295441,56.388888888888886,7.020226593452462,6,0.13188937332017114,-153,-17114.99999999997,0.05306668275020798,1.8079922027290465,-3.779018793746885,-2,0.03867053622385247
M5,ASIA,30,1.5,496,105654.99999999924,1.4790740908678655,45.36290322580645,12.994129158513074,8,0.12013174593934328,343,72507.99999999907,1.4793125103288642,45.481049562682216,7.146581212884202,7,0.13402011048472154,-153,-33147.000000000175,0.00023841946099878442,0.11814633687576759,-5.847547945628872,-1,0.013888364545378257
M5,ASIA,30,2.0,482,91164.99999999965,1.3837960721577853,39.62655601659751,11.25015260651956,8,0.139161851243993,334,54579.99999999956,1.3301475925477821,39.221556886227546,10.711228298462505,11,0.14686501644016242,-148,-36585.00000000009,-0.053648479610003186,-0.4049991303699656,-0.5389243080570552,3,0.007703165196169426
M5,ASIA,30,2.5,472,83578.99999999924,1.3360500180933585,34.95762711864407,14.418802669638739,19,0.1270960703803646,325,52337.9999999991,1.3001892744479444,33.84615384615385,11.35598514559409,12,0.12327679505175074,-147,-31241.000000000146,-0.03586074364541414,-1.1114732724902225,-3.0628175240446485,-7,-0.003819275328613869
M5,ASIA,30,3.0,466,99329.99999999971,1.3932381876125792,32.83261802575107,14.947915112079727,23,0.16159806978978353,322,70029.9999999995,1.3979655623117535,31.987577639751553,10.644458180162049,12,0.17326352741854678,-144,-29300.000000000204,0.0047273746991742804,-0.8450403859995141,-4.303456931917678,-11,0.011665457628763254
M5,ASIA,30,3.5,464,115574.9999999993,1.4510683969167681,31.03448275862069,13.4874551585209,23,0.1726673477022806,321,76547.99999999895,1.4262138084632436,29.595015576323984,9.886689832301,12,0.15918947883213216,-143,-39027.00000000035,-0.024854588453524507,-1.4394671822967062,-3.6007653262199,-11,-0.01347786887014843
M5,ASIA,30,4.0,462,130139.99999999953,1.5057122872464412,30.08658008658009,12.753711768151568,23,0.20138294475458346,320,85959.99999999945,1.4763118523854328,28.749999999999996,9.521315291721288,12,0.195603948524405,-142,-44180.00000000009,-0.029400434861008407,-1.336580086580092,-3.2323964764302797,-11,-0.005778996230178468
M5,ASIA,30,4.5,461,144032.9999999998,1.5565739899916904,29.50108459869848,12.750789286078199,23,0.2380785551738959,320,95624.99999999956,1.527266210851341,28.4375,10.146402291616434,13,0.24498680722205232,-141,-48408.00000000023,-0.02930777914034932,-1.0635845986984798,-2.6043869944617644,-10,0.006908252048156427
M5,ASIA,30,5.0,459,132769.99999999965,1.5129027273429627,28.9760348583878,13.339015555082218,23,0.2382678910986108,319,100644.99999999962,1.5545942967350834,27.89968652037618,9.745212134907655,13,0.25158895658917646,-140,-32125.00000000003,0.04169156939212071,-1.0763483380116199,-3.593803420174563,-10,0.013321065490565664
M5,ASIA,60,1.0,400,78359.99999999959,1.404574437875931,55.50000000000001,11.182641869337253,6,0.11226185783407704,260,44194.999999999534,1.3243669724770597,55.00000000000001,13.91779487001038,8,0.10953695465364036,-140,-34165.00000000006,-0.08020746539887136,-0.5,2.7351530006731277,2,-0.0027249031804366802
M5,ASIA,60,1.5,382,83328.99999999997,1.3749420684379854,45.0261780104712,14.094627990115105,14,0.08196757333964523,247,52162.000000000466,1.3382201329226797,44.12955465587044,13.504804686004451,11,0.07765137746980187,-135,-31166.999999999505,-0.03672193551530567,-0.8966233546007558,-0.589823304110654,-3,-0.004316195869843359
M5,ASIA,60,2.0,375,111485.00000000017,1.4930019678510635,42.4,12.746500603102556,14,0.1757294339699254,244,67765.0,1.434488507036835,42.21311475409836,12.19091792284309,11,0.18705195897651694,-131,-43720.000000000175,-0.05851346081422859,-0.18688524590163524,-0.5555826802594659,-3,0.011322525006591533
M5,ASIA,60,2.5,365,97002.00000000038,1.4180399931046388,38.35616438356164,15.058805442385895,14,0.14885994729048008,239,65112.00000000035,1.4049631495475339,38.07531380753138,12.770973230637358,11,0.1776326174608668,-126,-31890.00000000003,-0.013076843557104922,-0.28085057603026087,-2.287832211748537,-3,0.028772670170386733
M5,ASIA,60,3.0,364,111600.00000000009,1.4725009526228898,36.81318681318682,16.797997589691168,22,0.17361439795546182,239,82685.00000000015,1.5091440886699519,37.238493723849366,11.56624330343706,11,0.2404074995186479,-125,-28914.99999999994,0.03664313604706204,0.4253069106625489,-5.231754286254107,-11,0.06679310156318607
M5,ASIA,60,3.5,363,133123.99999999983,1.562832681534721,36.36363636363637,17.230323958327116,22,0.22257546527221023,239,97108.9999999998,1.5938480354685813,36.40167364016737,12.213200890734838,11,0.29229315456921917,-124,-36015.00000000003,0.031015353933860235,0.038037276530999975,-5.017123067592278,-11,0.06971768929700894
M5,ASIA,60,4.0,361,149780.0000000003,1.6289313457904695,35.18005540166205,18.270680891470604,22,0.2347826836587705,238,108680.00000000055,1.6584272385799128,34.87394957983193,13.766311684415719,11,0.29757487536920235,-123,-41099.99999999974,0.029495892789443312,-0.3061058218301227,-4.504369207054886,-11,0.06279219171043185
M5,ASIA,60,4.5,361,133364.9999999997,1.558561765752936,34.903047091412745,18.723418869954845,22,0.20931191999925683,238,88818.99999999977,1.5381012964982415,34.87394957983193,14.330504081492403,11,0.26229477985152955,-123,-44545.99999999994,-0.02046046925469458,-0.029097511580815194,-4.392914788462441,-11,0.05298285985227272
M5,ASIA,60,5.0,361,129554.99999999959,1.5426046531107986,34.903047091412745,19.89114901638835,22,0.23617661723689282,238,97824.9999999998,1.5926632739609825,34.87394957983193,14.181964274677009,11,0.3012391451158877,-123,-31729.999999999796,0.050058620850183866,-0.029097511580815194,-5.709184741711342,-11,0.06506252787899486
M5,LONDON,15,1.0,617,-21134.999999998603,0.9188161407417424,46.83954619124797,34.64551697456233,9,-0.05460938549647075,436,-38224.9999999991,0.8037529520484691,45.87155963302752,45.823829167677054,10,-0.07617546749300284,-181,-17090.000000000495,-0.11506318869327337,-0.9679865582204457,11.178312193114728,1,-0.021566081996532094
M5,LONDON,15,1.5,591,-21382.99999999898,0.9258474502800307,37.22504230118444,39.826559914801095,11,-0.07650143230142557,418,-48108.99999999943,0.7766371845764576,35.88516746411483,60.19424959531291,11,-0.11072921293969243,-173,-26726.00000000045,-0.1492102657035731,-1.3398748370696083,20.367689680511816,0,-0.034227780638266855
M5,LONDON,15,2.0,574,-51824.99999999849,0.8322896946750196,29.965156794425084,65.49995178864066,15,-0.13620338630191087,406,-66474.99999999904,0.7112105480374514,28.32512315270936,75.17383214180708,15,-0.18872418691324583,-168,-14650.000000000553,-0.12107914663756814,-1.6400336417157249,9.673880353166425,0,-0.05252080061133496
M5,LONDON,15,2.5,567,-49640.99999999841,0.8440923366834217,26.278659611992943,65.9913681732481,15,-0.1496731826229053,402,-61712.999999999214,0.7385873133538097,24.62686567164179,70.00304198926402,15,-0.20656056488283045,-165,-12072.000000000808,-0.10550502332961198,-1.6517939403511512,4.011673816015914,0,-0.05688738225992515
M5,LONDON,15,3.0,563,-61209.99999999831,0.8118901642619017,23.623445825932503,79.09195344887755,16,-0.1737847376061829,399,-69169.99999999885,0.7116234470107606,22.55639097744361,80.7951650766685,15,-0.21874330700404193,-164,-7960.000000000538,-0.10026671725114111,-1.067054848488894,1.7032116277909495,-1,-0.04495856939785903
M5,LONDON,15,3.5,557,-72914.99999999897,0.779413099379824,21.005385996409338,86.28939613405883,20,-0.21764872001281588,395,-75539.99999999927,0.689174176027653,20.253164556962027,81.12881474451771,17,-0.249902081560578,-162,-2625.0000000003056,-0.09023892335217099,-0.752221439447311,-5.160581389541122,-3,-0.03225336154776212
M5,LONDON,15,4.0,556,-69174.99999999865,0.7917325264568219,20.323741007194247,83.04267342166722,20,-0.2052742758762934,395,-67979.99999999907,0.7207640172520055,20.0,74.50676789371082,17,-0.2186589161811803,-161,1194.999999999578,-0.07096850920481645,-0.32374100719424703,-8.535905527956402,-3,-0.013384640304886897
M5,LONDON,15,4.5,556,-69516.99999999859,0.7918434566496523,19.784172661870503,84.34698024712684,20,-0.193680568236254,395,-71168.99999999907,0.70983406042321,19.240506329113924,77.86124569202258,17,-0.21211816765766908,-161,-1652.0000000004802,-0.08200939622644232,-0.5436663327565796,-6.4857345551042584,-3,-0.01843759942141507
M5,LONDON,15,5.0,554,-67479.99999999866,0.7986302800614765,18.95306859205776,83.18265820887984,20,-0.2030310801495542,394,-70049.99999999914,0.7157177062619239,18.274111675126903,78.07801808101414,17,-0.2309940491884347,-160,-2570.00000000048,-0.08291257379955264,-0.6789569169308578,-5.104640127865707,-3,-0.027962969038880486
M5,LONDON,30,1.0,508,-13074.999999999593,0.9490104319001678,46.8503937007874,34.02407912992898,9,-0.048036144814241594,360,-30254.999999999403,0.8416217348060543,45.83333333333333,44.02833026098759,10,-0.07411744427823337,-148,-17179.99999999981,-0.10738869709411347,-1.0170603674540715,10.00425113105861,1,-0.026081299463991778
M5,LONDON,30,1.5,482,-15922.99999999965,0.9435824755965789,37.136929460580916,39.83330036040872,9,-0.07880121538020264,342,-50221.9999999996,0.763966631418166,35.08771929824561,64.51818199620087,12,-0.13552294323065495,-140,-34298.99999999995,-0.17961584417841292,-2.0492101623353065,24.684881635792145,3,-0.056721727850452305
M5,LONDON,30,2.0,465,-49769.99999999956,0.8323790920113178,30.967741935483872,66.42037721174398,13,-0.1204954826133089,328,-68194.99999999927,0.6952655450544076,28.04878048780488,78.52926709296541,13,-0.2130365485092564,-137,-18424.99999999971,-0.13711354695691014,-2.918961447678992,12.10888988122143,0,-0.0925410658959475
M5,LONDON,30,2.5,461,-49260.99999999972,0.8382870461558671,27.9826464208243,68.18668001216794,16,-0.1265258687355493,327,-55122.999999999694,0.7569425459676361,26.299694189602445,67.46935931780904,16,-0.1888451029101237,-134,-5861.999999999971,-0.08134450018823103,-1.6829522312218543,-0.7173206943589037,0,-0.06231923417457441
M5,LONDON,30,3.0,455,-48649.99999999994,0.840984490676429,26.593406593406595,71.43998801258692,16,-0.12011635414610711,322,-58379.99999999979,0.743367694573269,24.84472049689441,71.71469956545603,16,-0.1905753510480818,-133,-9729.999999999847,-0.09761679610315999,-1.7486860965121842,0.27471155286910687,0,-0.07045899690197469
M5,LONDON,30,3.5,451,-47951.999999999636,0.8439824304538813,25.277161862527713,68.14644623145682,16,-0.12059563288062146,319,-56142.99999999926,0.754071575627494,23.510971786833856,67.80580390589813,16,-0.18745597256863566,-132,-8190.999999999622,-0.08991085482638728,-1.7661900756938564,-0.3406423255586901,0,-0.0668603396880142
M5,LONDON,30,4.0,450,-47399.999999999665,0.8458336043713014,24.88888888888889,67.733879426602,16,-0.101466119163745,319,-58649.999999999534,0.7435617157098524,23.197492163009404,70.19129913590679,16,-0.1736886462927666,-131,-11249.999999999869,-0.10227188866144898,-1.6913967258794855,2.457419709304787,0,-0.0722225271290216
M5,LONDON,30,4.5,449,-51124.99999999956,0.834872904621945,24.053452115812917,73.72159232805554,16,-0.11012446544420808,319,-58193.999999999476,0.7473944655453085,22.570532915360502,71.22121772139204,16,-0.17152047736276282,-130,-7068.999999999913,-0.08747843907663644,-1.4829192004524145,-2.500374606663499,0,-0.061396011918554746
M5,LONDON,30,5.0,449,-43369.99999999981,0.8603018150778703,23.608017817371937,69.10743719094967,16,-0.09999613620255338,319,-52929.999999999694,0.7710838162788696,21.9435736677116,67.44917836271875,16,-0.16834441514725546,-130,-9559.999999999884,-0.08921799879900072,-1.664444149660337,-1.6582588282309132,0,-0.06834827894470208
M5,LONDON,60,1.0,383,-17594.99999999952,0.9275329489291612,44.64751958224543,37.9291327726454,7,-0.08460717978842049,257,-22074.999999999418,0.8646784772880551,43.57976653696498,32.04499999999952,9,-0.10528967972378032,-126,-4479.999999999898,-0.06285447164110602,-1.0677530452804476,-5.884132772645884,2,-0.020682499935359838
M5,LONDON,60,1.5,359,-42093.99999999898,0.8439344505413056,35.37604456824512,59.891999999999314,9,-0.13057877182335315,243,-28035.999999999098,0.8405867970660191,34.5679012345679,40.513999999999314,11,-0.1437455982104677,-116,14057.999999999884,-0.0033476534752864273,-0.8081433336772221,-19.378,2,-0.013166826387114555
M5,LONDON,60,2.0,351,-62764.99999999901,0.7768633236752791,30.1994301994302,77.84499999999906,11,-0.17295843187439722,236,-44779.99999999913,0.7590529997309691,28.8135593220339,56.22499999999913,11,-0.2159335843085905,-115,17984.999999999884,-0.017810323944310036,-1.3858708773963002,-21.619999999999933,0,-0.04297515243419328
M5,LONDON,60,2.5,349,-52982.999999998894,0.8130220740034969,28.653295128939828,71.65399999999921,11,-0.16660875590145885,236,-35914.99999999901,0.8088916085776662,27.54237288135593,48.873999999999256,13,-0.20458337848745087,-113,17067.999999999884,-0.004130465425830732,-1.110922247583897,-22.77999999999996,2,-0.03797462258599202
M5,LONDON,60,3.0,349,-45139.99999999908,0.8409611387097936,28.36676217765043,65.66999999999922,11,-0.14733570876038196,236,-31909.999999999214,0.8306218317895943,27.11864406779661,44.649999999999274,13,-0.19892140714002357,-113,13229.999999999869,-0.010339306920199354,-1.24811810985382,-21.019999999999946,2,-0.05158569837964161
M5,LONDON,60,3.5,346,-42240.99999999926,0.8509912515874156,27.74566473988439,60.32699999999927,11,-0.15511284598294808,234,-25902.999999999272,0.8623681623761356,26.495726495726498,43.11699999999959,17,-0.1999262901839581,-112,16337.999999999985,0.01137691078871994,-1.2499382441578923,-17.20999999999968,6,-0.04481344420101002
M5,LONDON,60,4.0,346,-42379.999999998894,0.8505009171722907,27.74566473988439,63.47999999999939,11,-0.14783578756839083,234,-27994.999999998894,0.8512526234690941,26.495726495726498,42.41999999999956,17,-0.19569291697610225,-112,14385.0,0.0007517062968034338,-1.2499382441578923,-21.05999999999983,6,-0.04785712940771142
M5,LONDON,60,4.5,346,-37708.99999999898,0.8671680433978582,27.45664739884393,57.423999999999786,11,-0.14951951862940943,234,-25973.999999999098,0.8622872594242128,26.06837606837607,42.13499999999991,17,-0.20899600869227258,-112,11734.999999999884,-0.004880783973645442,-1.3882713304678589,-15.288999999999874,6,-0.05947649006286315
M5,LONDON,60,5.0,346,-39129.99999999907,0.8627354684814287,27.167630057803464,62.4049999999998,11,-0.1554176807241159,234,-21594.99999999914,0.8855044801442169,26.06837606837607,42.13499999999991,17,-0.19561979107879973,-112,17534.999999999927,0.02276901166278822,-1.0992539894273925,-20.26999999999989,6,-0.04020211035468382
M5,NEW_YORK,15,1.0,399,35539.999999998836,1.1515435783728407,52.130325814536334,16.077544223458425,7,0.028728252253931618,260,18834.999999999345,1.1250041480006592,52.69230769230769,10.84194865143229,6,0.025585900810594718,-139,-16704.99999999949,-0.02653943037218154,0.561981877771359,-5.235595572026135,-1,-0.0031423514433369
M5,NEW_YORK,15,1.5,372,50758.9999999986,1.2030888030887963,45.69892473118279,16.418062414091782,7,0.0579982263451202,242,15235.9999999992,1.0922946450205904,45.04132231404959,16.401948885722874,6,0.025371855230593505,-130,-35522.9999999994,-0.11079415806820592,-0.6576024171332051,-0.016113528368908447,-1,-0.032626371114526695
M5,NEW_YORK,15,2.0,361,48009.99999999913,1.1810946399607674,40.16620498614959,18.66847365746264,9,0.0260869291827507,235,9569.999999999593,1.0554653993276895,40.0,17.817401796487566,14,-0.006832246890965772,-126,-38439.999999999534,-0.1256292406330779,-0.16620498614958734,-0.8510718609750754,5,-0.03291917607371647
M5,NEW_YORK,15,2.5,354,44223.99999999904,1.1644473366180121,37.570621468926554,16.994210847044723,9,0.038049646600096895,233,15522.999999999418,1.088324324324321,38.197424892703864,18.716555043247123,14,0.030326700224104993,-121,-28700.99999999962,-0.07612301229369112,0.6268034237773108,1.7223441962023998,5,-0.007722946375991902
M5,NEW_YORK,15,3.0,353,33209.99999999892,1.1215993555710106,36.26062322946176,17.984709863391707,9,0.040801800678396845,233,8279.9999999992,1.046175724284077,36.9098712446352,24.159385755891037,14,0.03138160784268611,-120,-24929.999999999724,-0.07542363128693363,0.6492480151734412,6.17467589249933,5,-0.009420192835710738
M5,NEW_YORK,15,3.5,349,23806.999999998938,1.086629186907552,35.24355300859599,28.404710515354743,9,0.021464486917395328,230,2255.9999999995634,1.0124517054862545,35.21739130434783,28.150208623087664,14,-0.004360509096258189,-119,-21550.999999999374,-0.07417748142129743,-0.026161704248160333,-0.2545018922670792,5,-0.02582499601365352
M5,NEW_YORK,15,4.0,349,39629.9999999991,1.1435349511046684,34.67048710601719,26.686683789747967,10,0.04301383850562713,230,11914.999999999418,1.0655084256535698,34.78260869565217,26.939419159840583,15,0.02176666707678637,-119,-27714.99999999968,-0.07802652545109856,0.11212158963498098,0.2527353700926156,5,-0.02124717142884076
M5,NEW_YORK,15,4.5,347,51575.999999998865,1.1867139702421854,34.5821325648415,25.11548983620195,10,0.05855107393808646,228,16129.999999999272,1.0886190698568763,34.64912280701755,25.784586417904137,15,0.020570180544345097,-119,-35445.99999999959,-0.0980949003853091,0.06699024217604688,0.6690965817021883,5,-0.03798089339374136
M5,NEW_YORK,15,5.0,346,51479.99999999913,1.1857243357324498,34.104046242774565,23.67241207532134,10,0.05190818304537419,228,20209.99999999936,1.111034804823775,34.64912280701755,24.681082437575842,15,0.036462443744960306,-118,-31269.999999999767,-0.0746895309086748,0.5450765642429829,1.0086703622545024,5,-0.015445739300413881
M5,NEW_YORK,30,1.0,317,1294.9999999998545,1.0054120695419586,50.78864353312302,29.570647354419123,5,0.0072630406399892666,204,-3319.9999999999563,0.9780764024168789,50.49019607843137,23.16500535464196,6,-0.008306011485308606,-113,-4614.999999999811,-0.027335667125079732,-0.29844745469165446,-6.405641999777163,1,-0.015569052125297873
M5,NEW_YORK,30,1.5,300,12814.000000000437,1.052072496749026,46.0,25.192726043888726,7,0.040056216985216976,193,-5085.999999999738,0.9679025590861772,44.04145077720207,24.628167077485454,6,-0.020691716395485407,-107,-17900.000000000175,-0.08416993766284886,-1.9585492227979273,-0.564558966403272,-1,-0.06074793338070238
M5,NEW_YORK,30,2.0,295,19480.000000000568,1.0741982174144908,41.01694915254237,23.138171715118265,8,0.019299249413552003,191,7070.000000000204,1.0428251256890189,41.361256544502616,22.657486546375484,12,0.005696796877236175,-104,-12410.000000000364,-0.03137309172547198,0.34430739196024973,-0.4806851687427809,4,-0.013602452536315828
M5,NEW_YORK,30,2.5,292,29593.000000000684,1.1112038028671833,39.38356164383562,24.32304199003628,8,0.03631916392490258,191,24279.000000000553,1.1459600817602524,40.31413612565445,23.262022171962496,12,0.036892766912313704,-101,-5314.000000000131,0.03475627889306909,0.9305744818188302,-1.0610198180737846,4,0.0005736029874111245
M5,NEW_YORK,30,3.0,291,48030.000000000524,1.1799718969555053,38.83161512027492,23.347530643430765,8,0.059893944759674196,190,29695.000000000146,1.1777079593058055,39.473684210526315,23.337300996875506,12,0.03493964041575646,-101,-18335.00000000038,-0.0022639376496997876,0.6420690902513968,-0.01022964655525982,4,-0.024954304343917738
M5,NEW_YORK,30,3.5,287,33058.00000000093,1.123015666282145,37.97909407665505,30.93473199710982,8,0.039540549741805854,187,16165.000000000407,1.0955858439523427,37.967914438502675,27.510685810318215,12,-0.008745523242346223,-100,-16893.000000000524,-0.0274298223298024,-0.011179638152377436,-3.4240461867916068,4,-0.04828607298415208
M5,NEW_YORK,30,4.0,287,47540.00000000029,1.1769061883675076,37.97909407665505,29.16890080428945,8,0.06894280678723731,187,22215.000000000175,1.1313603169440927,37.967914438502675,26.548672566371685,12,0.012253531244125464,-100,-25325.000000000116,-0.04554587142341493,-0.011179638152377436,-2.6202282379177646,4,-0.056689275543111844
M5,NEW_YORK,30,4.5,287,53848.00000000064,1.199881217520418,37.63066202090592,27.750271561372752,8,0.06312187953229706,187,24047.000000000437,1.1421931821541578,37.967914438502675,25.651483278238075,12,0.005991804317471501,-100,-29801.000000000204,-0.057688035366260326,0.3372524175967513,-2.0987882831346774,4,-0.057130075214825556
M5,NEW_YORK,30,5.0,286,60370.00000000058,1.224090571640685,37.41258741258741,26.4636868311107,8,0.066193222532515,187,31320.00000000035,1.185199420512671,37.967914438502675,24.81312292358803,12,0.026316718799757777,-99,-29050.000000000233,-0.03889115112801389,0.5553270259152612,-1.6505639075226703,4,-0.039876503732757224
M5,NEW_YORK,60,1.0,202,21019.999999999898,1.1297210565292515,52.475247524752476,17.98433679435842,4,0.04919122442950483,137,-5714.999999999767,0.9513865260292633,50.36496350364964,20.77097282394662,8,-0.008940993203795218,-65,-26734.999999999665,-0.17833453049998815,-2.110284021102835,2.786636029588202,4,-0.05813221763330005
M5,NEW_YORK,60,1.5,194,14981.000000000204,1.0876466286382922,48.45360824742268,24.346122300191524,6,0.05825137673695119,130,-11275.99999999965,0.9064077025232424,46.15384615384615,34.57151242418324,8,-0.02048163594536751,-64,-26256.999999999854,-0.18123892611504977,-2.2997620935765255,10.225390123991716,2,-0.07873301268231869
M5,NEW_YORK,60,2.0,190,20660.000000000073,1.1188175753393148,45.26315789473684,21.424883840991225,6,0.05315018117253927,128,-5469.9999999998545,0.9547372776168814,44.53125,31.525141850909993,8,0.001837458479865101,-62,-26129.999999999927,-0.16408029772243338,-0.7319078947368425,10.100258009918768,2,-0.05131272269267417
M5,NEW_YORK,60,2.5,187,24311.000000000422,1.138504486540381,43.85026737967914,20.62987947544896,6,0.0554707434897053,125,-8568.999999999593,0.9290939180802683,43.2,32.83114850322846,8,-0.007801975063093812,-62,-32880.000000000015,-0.20941056846011274,-0.6502673796791356,12.201269027779503,2,-0.06327271855279912
M5,NEW_YORK,60,3.0,187,33585.000000000495,1.1913402649195284,43.85026737967914,18.554371162755658,6,0.08380130490914567,125,-10209.999999999738,0.915515101365331,43.2,30.497945607513483,8,0.00552587129795855,-62,-43795.00000000023,-0.2758251635541974,-0.6502673796791356,11.943574444757825,2,-0.07827543361118712
M5,NEW_YORK,60,3.5,187,40695.00000000026,1.231847315197266,43.85026737967914,17.73882230928786,6,0.1024949268182262,125,-9337.99999999968,0.9227306578403,43.2,28.164742711798212,8,0.017392506699194767,-62,-50032.99999999994,-0.30911665735696603,-0.6502673796791356,10.425920402510354,2,-0.08510242011903144
M5,NEW_YORK,60,4.0,187,29505.000000000335,1.1680957128614173,43.85026737967914,19.91268493815183,6,0.11031846289606,125,-5989.999999999651,0.9504344228382319,43.2,25.83153981608315,8,0.03505262063857655,-62,-35494.999999999985,-0.21766129002318546,-0.6502673796791356,5.91885487793132,2,-0.07526584225748345
M5,NEW_YORK,60,4.5,187,29680.000000000422,1.1684497289934468,43.31550802139038,19.643028040960868,6,0.09851973357929864,125,-2394.9999999995925,0.9801820438560233,43.2,23.498336920367993,8,0.0550540451607342,-62,-32075.000000000015,-0.18826768513742353,-0.11550802139037586,3.8553088794071257,2,-0.043465688418564435
M5,NEW_YORK,60,5.0,187,33450.00000000029,1.1898464769147827,43.31550802139038,19.380729433056622,6,0.11253119235119811,125,845.000000000291,1.0069921390153107,43.2,21.533592989289485,8,0.0720151874834963,-62,-32605.0,-0.18285433789947203,-0.11550802139037586,2.1528635562328624,2,-0.04051600486770181
M15,ASIA,15,1.0,383,33494.99999999913,1.1898540456284483,53.00261096605744,11.425729207375744,12,0.03727969802361094,268,21314.99999999907,1.1667644642647508,50.74626865671642,15.181936665610507,7,-0.007765840550973129,-115,-12180.000000000058,-0.023089581363697542,-2.256342309341022,3.7562074582347638,-5,-0.04504553857458407
M15,ASIA,15,1.5,376,30799.999999999418,1.1512027491408898,44.41489361702128,15.892057186542315,13,0.03928439821966771,262,14275.99999999997,1.095616355781789,41.221374045801525,18.672984412695335,10,-0.02861215714085521,-114,-16523.999999999447,-0.05558639335910076,-3.1935195712197526,2.78092722615302,-3,-0.06789655536052291
M15,ASIA,15,2.0,374,9030.000000000102,1.0410491862896636,38.770053475935825,24.622471460044224,16,0.03699786272614923,260,5190.000000000029,1.0331058238183333,37.69230769230769,16.428629392193383,10,0.020364697711381347,-114,-3840.0000000000728,-0.007943362471330317,-1.0777457836281314,-8.193842067850841,-6,-0.016633165014767883
M15,ASIA,15,2.5,370,26103.99999999984,1.1169036476410121,36.21621621621622,22.093005497862077,16,0.07410681988373195,257,16698.00000000006,1.104584742577979,34.63035019455253,14.749328026260594,11,0.043716603238664914,-113,-9405.999999999782,-0.012318905063033236,-1.5858660216636906,-7.343677471601483,-5,-0.03039021664506704
M15,ASIA,15,3.0,370,48749.99999999968,1.2169318055401033,35.4054054054054,19.424643584521636,16,0.15008436256636243,257,35990.00000000009,1.225416510083929,34.63035019455253,12.487439128082304,11,0.15523221421207214,-113,-12759.999999999593,0.00848470454382566,-0.7750552108528765,-6.937204456439332,-5,0.005147851645709717
M15,ASIA,15,3.5,367,61607.99999999939,1.2727164073393646,34.05994550408719,15.837015355960155,16,0.18441105611769892,254,41908.99999999939,1.2605632927132522,32.677165354330704,11.75278774144171,11,0.17102978067447014,-113,-19699.0,-0.01215311462611246,-1.3827801497564849,-4.084227614518445,-5,-0.013381275443228785
