trade_month,strategy,net_profit,trades,configs,picks
2024-11,FOLLOW_BEST,56.0,342,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR1p5|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR1|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL
2024-11,ALL_ORIGINAL,289194.0,9022,162,
2024-11,ALL_R,-239208.0,3402,162,
2024-11,ALL_RR,-147118.0,5220,162,
2024-11,ALL_RRR,-203316.0,5962,162,
2024-12,REVERSE_WORST,-11950.0,155,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|RRR;M1_LONDON_ORB60_SKIP_NEWS_RR3|RRR;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|RR;M5_LONDON_ORB60_SKIP_NEWS_RR4|RR;M15_LONDON_ORB60_INCLUDE_NEWS_RR3|R
2024-12,KEEP_WORST,6080.0,205,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR3|ORIGINAL;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL;M5_LONDON_ORB60_SKIP_NEWS_RR4|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR3|ORIGINAL
2024-12,FOLLOW_BEST,-880.0,367,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR1|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5|ORIGINAL
2024-12,ALL_ORIGINAL,89306.0,9644,162,
2024-12,ALL_R,-29616.0,3402,162,
2024-12,ALL_RR,71766.0,5244,162,
2024-12,ALL_RRR,60128.0,6088,162,
2025-01,REVERSE_WORST,-2465.0,150,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|RRR;M1_LONDON_ORB60_SKIP_NEWS_RR3|RRR;M15_LONDON_ORB60_INCLUDE_NEWS_RR2|R;M15_LONDON_ORB60_SKIP_NEWS_RR2|R;M1_LONDON_ORB60_INCLUDE_NEWS_RR2|RR
2025-01,KEEP_WORST,8005.0,220,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR3|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR2|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR2|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR2|ORIGINAL
2025-01,FOLLOW_BEST,-22345.0,244,5,M5_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL
2025-01,ALL_ORIGINAL,-636.0,9498,162,
2025-01,ALL_R,61198.0,3564,162,
2025-01,ALL_RR,20946.0,5536,162,
2025-01,ALL_RRR,21352.0,6420,162,
2025-02,REVERSE_WORST,18109.0,184,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|R;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|R;M1_LONDON_ORB30_INCLUDE_NEWS_RR1|RRR;M1_LONDON_ORB30_SKIP_NEWS_RR1|RRR;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|RRR
2025-02,KEEP_WORST,-19791.0,282,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|ORIGINAL;M1_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M1_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL
2025-02,FOLLOW_BEST,-6970.0,339,5,M1_LONDON_ORB15_INCLUDE_NEWS_RR5|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR5|ORIGINAL
2025-02,ALL_ORIGINAL,-296972.0,9392,162,
2025-02,ALL_R,443216.0,3240,162,
2025-02,ALL_RR,664092.0,4636,162,
2025-02,ALL_RRR,718212.0,5290,162,
2025-03,REVERSE_WORST,-6979.0,246,5,M1_LONDON_ORB30_INCLUDE_NEWS_RR1|RRR;M1_LONDON_ORB30_SKIP_NEWS_RR1|RRR;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|RRR;M5_LONDON_ORB30_SKIP_NEWS_RR1|RRR;M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5|RRR
2025-03,KEEP_WORST,-2302.0,367,5,M1_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M1_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5|ORIGINAL
2025-03,FOLLOW_BEST,-9274.0,219,5,M15_LONDON_ORB30_INCLUDE_NEWS_RR5|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR4p5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR3p5|ORIGINAL
2025-03,ALL_ORIGINAL,-8542.0,9248,162,
2025-03,ALL_R,-241098.0,3402,162,
2025-03,ALL_RR,-391714.0,5406,162,
2025-03,ALL_RRR,-230606.0,6304,162,
2025-04,REVERSE_WORST,-20074.0,291,5,M1_LONDON_ORB30_INCLUDE_NEWS_RR1|RRR;M1_LONDON_ORB30_SKIP_NEWS_RR1|RRR;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|RRR;M5_LONDON_ORB30_SKIP_NEWS_RR1|RRR;M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5|RRR
2025-04,KEEP_WORST,16329.0,394,5,M1_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M1_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M5_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5|ORIGINAL
2025-04,FOLLOW_BEST,-48530.0,225,5,M15_LONDON_ORB30_INCLUDE_NEWS_RR3p5|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR3p5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR3|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR3|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR5|ORIGINAL
2025-04,ALL_ORIGINAL,-908056.0,9832,162,
2025-04,ALL_R,-187478.0,3402,162,
2025-04,ALL_RR,-13672.0,5648,162,
2025-04,ALL_RRR,-265382.0,6716,162,
2025-05,REVERSE_WORST,-2655.0,156,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5|RRR;M5_LONDON_ORB15_SKIP_NEWS_RR3p5|RRR;M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5|RR;M5_LONDON_ORB15_SKIP_NEWS_RR4p5|RR;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|R
2025-05,KEEP_WORST,34066.0,245,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR3p5|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR4p5|ORIGINAL;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL
2025-05,FOLLOW_BEST,8613.0,241,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR1|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR1|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR2p5|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR2p5|ORIGINAL;M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5|ORIGINAL
2025-05,ALL_ORIGINAL,507828.0,7810,162,
2025-05,ALL_R,118526.0,3564,162,
2025-05,ALL_RR,-74322.0,5018,162,
2025-05,ALL_RRR,-103544.0,5482,162,
2025-06,REVERSE_WORST,-11605.0,126,5,M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5|RR;M5_LONDON_ORB60_SKIP_NEWS_RR4p5|RR;M1_LONDON_ORB60_INCLUDE_NEWS_RR4|R;M1_LONDON_ORB60_SKIP_NEWS_RR4|R;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|RR
2025-06,KEEP_WORST,-8299.0,218,5,M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5|ORIGINAL;M5_LONDON_ORB60_SKIP_NEWS_RR4p5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR4|ORIGINAL;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL
2025-06,FOLLOW_BEST,8377.0,225,5,M15_LONDON_ORB15_INCLUDE_NEWS_RR3|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR3|ORIGINAL;M15_LONDON_ORB15_INCLUDE_NEWS_RR2p5|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR2p5|ORIGINAL;M15_LONDON_ORB15_INCLUDE_NEWS_RR2|ORIGINAL
2025-06,ALL_ORIGINAL,-276278.0,9276,162,
2025-06,ALL_R,408522.0,3402,162,
2025-06,ALL_RR,421646.0,5048,162,
2025-06,ALL_RRR,270358.0,5996,162,
2025-07,REVERSE_WORST,582.0,150,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR2|R;M1_LONDON_ORB60_SKIP_NEWS_RR2|R;M15_LONDON_ORB30_INCLUDE_NEWS_RR1|RR;M15_LONDON_ORB30_SKIP_NEWS_RR1|RR;M15_LONDON_ORB30_INCLUDE_NEWS_RR4p5|RR
2025-07,KEEP_WORST,10002.0,254,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR2|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR2|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR4p5|ORIGINAL
2025-07,FOLLOW_BEST,27545.0,235,5,M15_LONDON_ORB15_INCLUDE_NEWS_RR3|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR3|ORIGINAL;M15_LONDON_ORB15_INCLUDE_NEWS_RR2p5|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR2p5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR3p5|ORIGINAL
2025-07,ALL_ORIGINAL,828074.0,9452,162,
2025-07,ALL_R,-78872.0,3726,162,
2025-07,ALL_RR,-216616.0,5518,162,
2025-07,ALL_RRR,-201810.0,6208,162,
2025-08,REVERSE_WORST,-7479.0,158,5,M15_LONDON_ORB30_INCLUDE_NEWS_RR1|R;M15_LONDON_ORB30_SKIP_NEWS_RR1|R;M1_LONDON_ORB60_INCLUDE_NEWS_RR1|RR;M1_LONDON_ORB60_SKIP_NEWS_RR1|RR;M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5|RR
2025-08,KEEP_WORST,2278.0,260,5,M15_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR1|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR1|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5|ORIGINAL
2025-08,FOLLOW_BEST,-35641.0,175,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR4|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR3p5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR3p5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL
2025-08,ALL_ORIGINAL,-742894.0,9602,162,
2025-08,ALL_R,203294.0,3402,162,
2025-08,ALL_RR,-7718.0,5268,162,
2025-08,ALL_RRR,-24346.0,6196,162,
2025-09,REVERSE_WORST,-15530.0,126,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|R;M1_LONDON_ORB60_SKIP_NEWS_RR3|R;M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5|R;M1_LONDON_ORB60_SKIP_NEWS_RR2p5|R;M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5|RR
2025-09,KEEP_WORST,-30411.0,252,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR3|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR2p5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5|ORIGINAL
2025-09,FOLLOW_BEST,-14805.0,312,5,M1_LONDON_ORB30_INCLUDE_NEWS_RR2|ORIGINAL;M1_LONDON_ORB30_SKIP_NEWS_RR2|ORIGINAL;M5_LONDON_ORB30_INCLUDE_NEWS_RR2|ORIGINAL;M5_LONDON_ORB30_SKIP_NEWS_RR2|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL
2025-09,ALL_ORIGINAL,-632614.0,9362,162,
2025-09,ALL_R,-339546.0,3546,162,
2025-09,ALL_RR,-442750.0,5504,162,
2025-09,ALL_RRR,-296624.0,6318,162,
2025-10,REVERSE_WORST,-83391.0,115,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|R;M1_LONDON_ORB60_SKIP_NEWS_RR3|R;M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5|R;M1_LONDON_ORB60_SKIP_NEWS_RR3p5|R;M1_LONDON_ORB60_INCLUDE_NEWS_RR4|R
2025-10,KEEP_WORST,55031.0,230,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR3|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR3|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL
2025-10,FOLLOW_BEST,33105.0,514,5,M1_LONDON_ORB15_INCLUDE_NEWS_RR1p5|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR1p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR1|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR1|ORIGINAL;M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5|ORIGINAL
2025-10,ALL_ORIGINAL,1842864.0,9258,162,
2025-10,ALL_R,-1952446.0,3726,162,
2025-10,ALL_RR,-1986352.0,5242,162,
2025-10,ALL_RRR,-2067374.0,6006,162,
2025-11,REVERSE_WORST,6571.0,108,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|RR;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|RR;M15_LONDON_ORB60_INCLUDE_NEWS_RR4|RR;M15_LONDON_ORB60_SKIP_NEWS_RR4|RR;M15_LONDON_ORB60_INCLUDE_NEWS_RR5|RR
2025-11,KEEP_WORST,-490.0,130,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR4|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL
2025-11,FOLLOW_BEST,36115.0,367,5,M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR3|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR3|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR2p5|ORIGINAL
2025-11,ALL_ORIGINAL,65614.0,7532,162,
2025-11,ALL_R,43402.0,3078,162,
2025-11,ALL_RR,-151796.0,4598,162,
2025-11,ALL_RRR,-261164.0,5238,162,
2025-12,REVERSE_WORST,35378.0,141,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1|RR;M15_LONDON_ORB60_SKIP_NEWS_RR1|RR;M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|R;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|R;M15_LONDON_ORB60_INCLUDE_NEWS_RR2p5|RR
2025-12,KEEP_WORST,-14075.0,205,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR1|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR2p5|ORIGINAL
2025-12,FOLLOW_BEST,-40335.0,558,5,M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR3|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR3|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL
2025-12,ALL_ORIGINAL,-209260.0,11754,162,
2025-12,ALL_R,238512.0,3564,162,
2025-12,ALL_RR,623486.0,5574,162,
2025-12,ALL_RRR,564040.0,6646,162,
2026-01,REVERSE_WORST,9039.0,98,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1|RR;M15_LONDON_ORB60_SKIP_NEWS_RR1|RR;M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|R;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|R;M15_LONDON_ORB60_INCLUDE_NEWS_RR2|R
2026-01,KEEP_WORST,-67983.0,155,5,M15_LONDON_ORB60_INCLUDE_NEWS_RR1|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR1|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR2|ORIGINAL
2026-01,FOLLOW_BEST,-95361.0,437,5,M1_LONDON_ORB15_INCLUDE_NEWS_RR3|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR3|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB15_SKIP_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL
2026-01,ALL_ORIGINAL,-2739678.0,9321,162,
2026-01,ALL_R,-153435.0,2610,162,
2026-01,ALL_RR,178658.0,4191,162,
2026-01,ALL_RRR,-54213.0,5151,162,
2026-02,REVERSE_WORST,-36467.0,129,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5|RR;M1_LONDON_ORB60_INCLUDE_NEWS_RR5|RR;M1_LONDON_ORB60_INCLUDE_NEWS_RR4|RR;M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5|RR;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|RR
2026-02,KEEP_WORST,-6901.0,256,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL;M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5|ORIGINAL;M5_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL
2026-02,FOLLOW_BEST,-6623.0,347,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR2p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5|ORIGINAL;M1_LONDON_ORB30_INCLUDE_NEWS_RR3p5|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR1|ORIGINAL
2026-02,ALL_ORIGINAL,-1260250.0,8067,162,
2026-02,ALL_R,-58173.0,2754,162,
2026-02,ALL_RR,279096.0,4093,162,
2026-02,ALL_RRR,268753.0,4776,162,
2026-03,REVERSE_WORST,-31154.0,143,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR5|RR;M15_LONDON_ORB15_SKIP_NEWS_RR4|RR;M15_LONDON_ORB15_SKIP_NEWS_RR4p5|RR;M15_LONDON_ORB15_SKIP_NEWS_RR5|RR;M15_LONDON_ORB15_SKIP_NEWS_RR1p5|RRR
2026-03,KEEP_WORST,20179.0,248,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR4|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR4p5|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR5|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR1p5|ORIGINAL
2026-03,FOLLOW_BEST,4400.0,363,5,M15_LONDON_ORB30_INCLUDE_NEWS_RR2p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR2|ORIGINAL
2026-03,ALL_ORIGINAL,95639.0,10004,162,
2026-03,ALL_R,-899599.0,3078,162,
2026-03,ALL_RR,-422896.0,4961,162,
2026-03,ALL_RRR,-508921.0,5954,162,
2026-04,REVERSE_WORST,12491.0,145,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5|RR;M1_LONDON_ORB60_SKIP_NEWS_RR1p5|RR;M1_LONDON_ORB30_SKIP_NEWS_RR2|RRR;M5_LONDON_ORB15_SKIP_NEWS_RR2|RR;M15_LONDON_ORB15_SKIP_NEWS_RR4|RRR
2026-04,KEEP_WORST,-37953.0,216,5,M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR1p5|ORIGINAL;M1_LONDON_ORB30_SKIP_NEWS_RR2|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR2|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR4|ORIGINAL
2026-04,FOLLOW_BEST,-71805.0,304,5,M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR2p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR5|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR1p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR4|ORIGINAL
2026-04,ALL_ORIGINAL,-1715951.0,7158,162,
2026-04,ALL_R,126747.0,2835,162,
2026-04,ALL_RR,219337.0,4551,162,
2026-04,ALL_RRR,450625.0,5285,162,
2026-05,REVERSE_WORST,30810.0,177,5,M1_LONDON_ORB30_SKIP_NEWS_RR2|RRR;M5_LONDON_ORB15_SKIP_NEWS_RR3|RRR;M5_LONDON_ORB30_SKIP_NEWS_RR2|RRR;M5_LONDON_ORB30_SKIP_NEWS_RR1p5|RRR;M15_LONDON_ORB15_SKIP_NEWS_RR2|RRR
2026-05,KEEP_WORST,-52770.0,276,5,M1_LONDON_ORB30_SKIP_NEWS_RR2|ORIGINAL;M5_LONDON_ORB15_SKIP_NEWS_RR3|ORIGINAL;M5_LONDON_ORB30_SKIP_NEWS_RR2|ORIGINAL;M5_LONDON_ORB30_SKIP_NEWS_RR1p5|ORIGINAL;M15_LONDON_ORB15_SKIP_NEWS_RR2|ORIGINAL
2026-05,FOLLOW_BEST,-29900.0,176,5,M15_LONDON_ORB60_SKIP_NEWS_RR5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR4p5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR4p5|ORIGINAL;M15_LONDON_ORB60_INCLUDE_NEWS_RR4|ORIGINAL
2026-05,ALL_ORIGINAL,-2122744.0,9861,162,
2026-05,ALL_R,663834.0,2898,162,
2026-05,ALL_RR,509909.0,4865,162,
2026-05,ALL_RRR,606407.0,5799,162,
2026-06,REVERSE_WORST,17764.0,169,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5|RR;M5_LONDON_ORB15_INCLUDE_NEWS_RR3|RRR;M5_LONDON_ORB15_INCLUDE_NEWS_RR4|RR;M5_LONDON_ORB15_INCLUDE_NEWS_RR5|R;M1_LONDON_ORB30_INCLUDE_NEWS_RR4p5|RRR
2026-06,KEEP_WORST,3269.0,322,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR3|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR4|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR5|ORIGINAL;M1_LONDON_ORB30_INCLUDE_NEWS_RR4p5|ORIGINAL
2026-06,FOLLOW_BEST,19290.0,118,5,M15_LONDON_ORB60_SKIP_NEWS_RR4p5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR5|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR4|ORIGINAL;M5_LONDON_ORB60_SKIP_NEWS_RR5|ORIGINAL;M5_LONDON_ORB60_SKIP_NEWS_RR4p5|ORIGINAL
2026-06,ALL_ORIGINAL,189697.0,7426,162,
2026-06,ALL_R,-420308.0,2997,162,
2026-06,ALL_RR,-156944.0,4643,162,
2026-06,ALL_RRR,-102690.0,5257,162,
2026-07,REVERSE_WORST,1467.0,185,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5|RR;M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5|R;M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5|RRR;M5_LONDON_ORB15_INCLUDE_NEWS_RR4|RR;M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5|RRR
