config,variant,trades,win_rate,net_profit,profit_factor,max_dd_money,max_dd_pct,expectancy,avg_r
M15_LONDON_ORB60_SKIP_NEWS_RR4,R,105,34.29,-13020.0,0.871,26660.0,23.46,-124.0,-0.05
M15_LONDON_ORB60_SKIP_NEWS_RR4,RR,123,34.96,-11705.0,0.897,30915.0,26.33,-95.16,-0.002
M15_LONDON_ORB60_SKIP_NEWS_RR4,RRR,124,34.68,-12230.0,0.893,31320.0,26.67,-98.63,-0.01
M15_LONDON_ORB60_SKIP_NEWS_RR4p5,ORIGINAL,187,28.88,-706.0,0.995,29790.0,29.79,-3.78,-0.117
M15_LONDON_ORB60_SKIP_NEWS_RR4p5,R,105,33.33,-13406.0,0.868,28369.0,24.68,-127.68,-0.068
M15_LONDON_ORB60_SKIP_NEWS_RR4p5,RR,123,34.15,-12683.0,0.889,32852.0,27.91,-103.11,-0.021
M15_LONDON_ORB60_SKIP_NEWS_RR4p5,RRR,124,33.87,-13208.0,0.885,33029.0,28.06,-106.52,-0.029
M15_LONDON_ORB60_SKIP_NEWS_RR5,ORIGINAL,187,28.88,-1210.0,0.992,29790.0,29.79,-6.47,-0.132
M15_LONDON_ORB60_SKIP_NEWS_RR5,R,105,33.33,-11810.0,0.884,26700.0,23.24,-112.48,-0.054
M15_LONDON_ORB60_SKIP_NEWS_RR5,RR,123,34.15,-12805.0,0.888,31410.0,26.7,-104.11,-0.026
M15_LONDON_ORB60_SKIP_NEWS_RR5,RRR,124,33.87,-13330.0,0.884,31410.0,26.7,-107.5,-0.034
M1_LONDON_ORB15_INCLUDE_NEWS_RR1,ORIGINAL,894,48.88,-29660.0,0.903,40745.0,39.53,-33.18,-0.021
M1_LONDON_ORB15_INCLUDE_NEWS_RR1,R,159,52.2,11035.0,1.212,6585.0,6.44,69.4,0.044
M1_LONDON_ORB15_INCLUDE_NEWS_RR1,RR,306,52.61,12485.0,1.123,9590.0,8.54,40.8,0.053
M1_LONDON_ORB15_INCLUDE_NEWS_RR1,RRR,438,51.37,7110.0,1.047,12985.0,12.1,16.23,0.029
M1_LONDON_ORB15_INCLUDE_NEWS_RR1p5,ORIGINAL,833,39.74,-19943.0,0.94,36296.0,34.33,-23.94,-0.014
M1_LONDON_ORB15_INCLUDE_NEWS_RR1p5,R,159,42.14,10692.0,1.165,14080.0,13.6,67.25,0.054
M1_LONDON_ORB15_INCLUDE_NEWS_RR1p5,RR,302,42.72,13927.0,1.114,17168.0,15.45,46.12,0.062
M1_LONDON_ORB15_INCLUDE_NEWS_RR1p5,RRR,426,42.72,15421.0,1.09,19815.0,17.62,36.2,0.055
M1_LONDON_ORB15_INCLUDE_NEWS_RR2,ORIGINAL,796,33.17,-27695.0,0.921,45085.0,42.57,-34.79,-0.031
M1_LONDON_ORB15_INCLUDE_NEWS_RR2,R,159,33.33,8755.0,1.119,13215.0,12.96,55.06,-0.007
M1_LONDON_ORB15_INCLUDE_NEWS_RR2,RR,296,33.78,1910.0,1.014,22720.0,21.43,6.45,0.0
M1_LONDON_ORB15_INCLUDE_NEWS_RR2,RRR,411,34.31,585.0,1.003,23015.0,21.34,1.42,0.006
M1_LONDON_ORB15_INCLUDE_NEWS_RR2p5,ORIGINAL,771,28.15,-36280.0,0.899,54014.0,51.16,-47.06,-0.057
M1_LONDON_ORB15_INCLUDE_NEWS_RR2p5,R,159,29.56,14081.0,1.18,15256.0,15.16,88.56,0.024
M1_LONDON_ORB15_INCLUDE_NEWS_RR2p5,RR,290,29.31,-686.0,0.995,21610.0,20.65,-2.37,-0.003
M1_LONDON_ORB15_INCLUDE_NEWS_RR2p5,RRR,392,29.34,-4820.0,0.975,25961.0,25.34,-12.3,-0.018
M1_LONDON_ORB15_INCLUDE_NEWS_RR3,ORIGINAL,754,24.93,-39855.0,0.891,63345.0,58.81,-52.86,-0.067
M1_LONDON_ORB15_INCLUDE_NEWS_RR3,R,159,23.9,4935.0,1.059,21495.0,21.5,31.04,-0.077
M1_LONDON_ORB15_INCLUDE_NEWS_RR3,RR,286,25.87,-3735.0,0.975,25455.0,25.11,-13.06,-0.016
M1_LONDON_ORB15_INCLUDE_NEWS_RR3,RRR,377,25.46,-14190.0,0.926,36320.0,36.32,-37.64,-0.059
M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5,ORIGINAL,741,22.81,-35713.0,0.903,70209.0,60.07,-48.2,-0.069
M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5,R,159,22.64,12473.0,1.146,20679.0,20.68,78.45,-0.038
M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5,RR,285,24.21,9316.0,1.064,23545.0,22.88,32.69,0.003
M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5,RRR,373,23.32,-4936.0,0.974,31459.0,31.31,-13.23,-0.062
M1_LONDON_ORB15_INCLUDE_NEWS_RR4,ORIGINAL,735,20.95,-34060.0,0.908,71375.0,58.03,-46.34,-0.083
M1_LONDON_ORB15_INCLUDE_NEWS_RR4,R,159,18.24,3910.0,1.044,22790.0,22.79,24.59,-0.158
M1_LONDON_ORB15_INCLUDE_NEWS_RR4,RR,282,21.63,1540.0,1.01,35555.0,34.25,5.46,-0.042
M1_LONDON_ORB15_INCLUDE_NEWS_RR4,RRR,363,20.94,-15270.0,0.919,48155.0,47.48,-42.07,-0.1
M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5,ORIGINAL,732,20.08,-22104.0,0.941,75173.0,55.33,-30.2,-0.074
M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5,R,159,18.24,15127.0,1.169,22206.0,22.21,95.14,-0.079
M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5,RR,281,22.06,19238.0,1.131,33245.0,31.74,68.46,0.041
M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5,RRR,358,21.23,6291.0,1.034,42925.0,41.94,17.57,-0.018
M1_LONDON_ORB15_INCLUDE_NEWS_RR5,ORIGINAL,728,18.96,-22665.0,0.94,71875.0,54.56,-31.13,-0.092
M1_LONDON_ORB15_INCLUDE_NEWS_RR5,R,159,16.35,10125.0,1.111,21880.0,21.84,63.68,-0.147
M1_LONDON_ORB15_INCLUDE_NEWS_RR5,RR,277,20.22,11665.0,1.079,30600.0,28.96,42.11,0.009
M1_LONDON_ORB15_INCLUDE_NEWS_RR5,RRR,353,19.83,1230.0,1.007,39755.0,38.5,3.48,-0.029
M1_LONDON_ORB15_SKIP_NEWS_RR1,ORIGINAL,627,49.76,-21935.0,0.898,32305.0,31.4,-34.98,-0.006
M1_LONDON_ORB15_SKIP_NEWS_RR1,R,107,53.27,10650.0,1.325,5260.0,5.22,99.53,0.065
M1_LONDON_ORB15_SKIP_NEWS_RR1,RR,205,52.68,12190.0,1.187,7270.0,6.5,59.46,0.054
M1_LONDON_ORB15_SKIP_NEWS_RR1,RRR,294,51.02,7600.0,1.077,13130.0,11.96,25.85,0.023
M1_LONDON_ORB15_SKIP_NEWS_RR1p5,ORIGINAL,581,39.41,-22353.0,0.905,33287.0,31.95,-38.47,-0.02
M1_LONDON_ORB15_SKIP_NEWS_RR1p5,R,107,45.79,21895.0,1.593,5260.0,5.09,204.63,0.145
M1_LONDON_ORB15_SKIP_NEWS_RR1p5,RR,202,43.56,23814.0,1.321,6440.0,5.49,117.89,0.08
M1_LONDON_ORB15_SKIP_NEWS_RR1p5,RRR,286,43.01,19747.0,1.177,10760.0,9.71,69.05,0.064
M1_LONDON_ORB15_SKIP_NEWS_RR2,ORIGINAL,553,32.37,-40215.0,0.836,52095.0,49.63,-72.72,-0.055
M1_LONDON_ORB15_SKIP_NEWS_RR2,R,107,36.45,22380.0,1.52,6950.0,5.4,209.16,0.083
M1_LONDON_ORB15_SKIP_NEWS_RR2,RR,197,36.55,22525.0,1.27,8065.0,7.38,114.34,0.076
M1_LONDON_ORB15_SKIP_NEWS_RR2,RRR,275,35.64,17060.0,1.139,11180.0,9.71,62.04,0.044
M1_LONDON_ORB15_SKIP_NEWS_RR2p5,ORIGINAL,536,27.05,-50196.0,0.802,62312.0,60.01,-93.65,-0.102
M1_LONDON_ORB15_SKIP_NEWS_RR2p5,R,107,32.71,28024.0,1.608,6095.0,5.88,261.91,0.129
M1_LONDON_ORB15_SKIP_NEWS_RR2p5,RR,195,31.79,23078.0,1.257,8545.0,7.24,118.35,0.07
M1_LONDON_ORB15_SKIP_NEWS_RR2p5,RRR,265,31.7,22623.0,1.181,11840.0,10.46,85.37,0.056
M1_LONDON_ORB15_SKIP_NEWS_RR3,ORIGINAL,523,24.09,-54685.0,0.787,69440.0,66.33,-104.56,-0.109
M1_LONDON_ORB15_SKIP_NEWS_RR3,R,107,26.17,19695.0,1.385,9935.0,9.78,184.07,-0.002
M1_LONDON_ORB15_SKIP_NEWS_RR3,RR,191,27.75,18350.0,1.199,10650.0,10.35,96.07,0.034
M1_LONDON_ORB15_SKIP_NEWS_RR3,RRR,252,27.38,14725.0,1.123,15340.0,15.0,58.43,0.001
M1_LONDON_ORB15_SKIP_NEWS_RR3p5,ORIGINAL,515,22.33,-52124.0,0.798,64560.0,62.92,-101.21,-0.098
M1_LONDON_ORB15_SKIP_NEWS_RR3p5,R,107,24.3,24184.0,1.463,9935.0,9.71,226.02,0.008
M1_LONDON_ORB15_SKIP_NEWS_RR3p5,RR,190,25.79,27583.0,1.31,11185.0,10.06,145.17,0.031
M1_LONDON_ORB15_SKIP_NEWS_RR3p5,RRR,249,24.9,21496.0,1.184,14593.0,14.05,86.33,-0.019
M1_LONDON_ORB15_SKIP_NEWS_RR4,ORIGINAL,510,20.39,-54950.0,0.79,65665.0,64.15,-107.75,-0.118
M1_LONDON_ORB15_SKIP_NEWS_RR4,R,107,19.63,18190.0,1.328,10745.0,10.63,170.0,-0.123
M1_LONDON_ORB15_SKIP_NEWS_RR4,RR,188,23.4,21145.0,1.235,17155.0,16.21,112.47,-0.016
M1_LONDON_ORB15_SKIP_NEWS_RR4,RRR,242,22.73,13430.0,1.116,25450.0,24.28,55.5,-0.048
M1_LONDON_ORB15_SKIP_NEWS_RR4p5,ORIGINAL,508,19.49,-49372.0,0.812,61514.0,60.0,-97.19,-0.114
M1_LONDON_ORB15_SKIP_NEWS_RR4p5,R,107,19.63,26910.0,1.485,10513.0,10.37,251.5,-0.043
M1_LONDON_ORB15_SKIP_NEWS_RR4p5,RR,187,24.06,36037.0,1.406,16323.0,15.29,192.71,0.088
M1_LONDON_ORB15_SKIP_NEWS_RR4p5,RRR,238,23.11,29670.0,1.261,23433.0,22.16,124.66,0.05
M1_LONDON_ORB15_SKIP_NEWS_RR5,ORIGINAL,504,18.06,-55045.0,0.791,65280.0,64.84,-109.22,-0.155
M1_LONDON_ORB15_SKIP_NEWS_RR5,R,107,17.76,22945.0,1.405,14070.0,10.47,214.44,-0.117
M1_LONDON_ORB15_SKIP_NEWS_RR5,RR,183,21.86,29370.0,1.328,15645.0,14.52,160.49,0.044
M1_LONDON_ORB15_SKIP_NEWS_RR5,RRR,233,21.46,25060.0,1.22,20840.0,19.54,107.55,0.034
M1_LONDON_ORB30_INCLUDE_NEWS_RR1,ORIGINAL,708,47.74,-25020.0,0.917,39650.0,37.69,-35.34,-0.041
M1_LONDON_ORB30_INCLUDE_NEWS_RR1,R,158,48.1,-18885.0,0.766,25745.0,24.93,-119.53,-0.038
M1_LONDON_ORB30_INCLUDE_NEWS_RR1,RR,297,52.19,-1980.0,0.985,21055.0,19.28,-6.67,0.047
M1_LONDON_ORB30_INCLUDE_NEWS_RR1,RRR,421,51.54,-2540.0,0.986,19205.0,17.41,-6.03,0.036
M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5,ORIGINAL,650,37.69,-36307.0,0.889,51008.0,48.99,-55.86,-0.06
M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5,R,158,37.34,-21203.0,0.773,31381.0,30.0,-134.2,-0.06
M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5,RR,293,42.66,-1158.0,0.993,29835.0,26.24,-3.95,0.067
M1_LONDON_ORB30_INCLUDE_NEWS_RR1p5,RRR,401,42.89,9731.0,1.048,21350.0,19.36,24.27,0.067
M1_LONDON_ORB30_INCLUDE_NEWS_RR2,ORIGINAL,610,31.31,-38155.0,0.886,60865.0,55.91,-62.55,-0.09
M1_LONDON_ORB30_INCLUDE_NEWS_RR2,R,158,31.65,-19765.0,0.802,26530.0,26.16,-125.09,-0.064
M1_LONDON_ORB30_INCLUDE_NEWS_RR2,RR,287,34.15,-13445.0,0.921,26230.0,25.11,-46.85,-0.006
M1_LONDON_ORB30_INCLUDE_NEWS_RR2,RRR,376,35.11,-5375.0,0.975,20730.0,19.85,-14.3,0.009
M1_LONDON_ORB30_INCLUDE_NEWS_RR2p5,ORIGINAL,589,27.5,-34794.0,0.898,65212.0,57.49,-59.07,-0.094
M1_LONDON_ORB30_INCLUDE_NEWS_RR2p5,R,158,28.48,-19779.0,0.81,27821.0,27.82,-125.18,-0.034
M1_LONDON_ORB30_INCLUDE_NEWS_RR2p5,RR,275,32.0,-9986.0,0.941,29885.0,28.58,-36.31,0.041
M1_LONDON_ORB30_INCLUDE_NEWS_RR2p5,RRR,347,32.28,-21182.0,0.898,41628.0,40.57,-61.04,0.017
M1_LONDON_ORB30_INCLUDE_NEWS_RR3,ORIGINAL,576,25.35,-44045.0,0.871,70245.0,65.72,-76.47,-0.092
M1_LONDON_ORB30_INCLUDE_NEWS_RR3,R,158,24.68,-24775.0,0.77,34335.0,34.34,-156.8,-0.098
M1_LONDON_ORB30_INCLUDE_NEWS_RR3,RR,267,27.72,-18520.0,0.893,42525.0,40.45,-69.36,-0.011
M1_LONDON_ORB30_INCLUDE_NEWS_RR3,RRR,334,28.14,-30385.0,0.855,51935.0,51.12,-90.97,-0.033
M1_LONDON_ORB30_INCLUDE_NEWS_RR3p5,ORIGINAL,573,24.08,-39113.0,0.887,68901.0,62.34,-68.26,-0.086
M1_LONDON_ORB30_INCLUDE_NEWS_RR3p5,R,158,21.52,-34535.0,0.69,46263.0,46.26,-218.58,-0.17
M1_LONDON_ORB30_INCLUDE_NEWS_RR3p5,RR,264,25.0,-27928.0,0.841,52448.0,51.17,-105.79,-0.061
M1_LONDON_ORB30_INCLUDE_NEWS_RR3p5,RRR,323,25.7,-36206.0,0.824,58975.0,58.21,-112.09,-0.068
M1_LONDON_ORB30_INCLUDE_NEWS_RR4,ORIGINAL,569,23.37,-31780.0,0.908,66850.0,60.2,-55.85,-0.067
M1_LONDON_ORB30_INCLUDE_NEWS_RR4,R,158,21.52,-28690.0,0.743,44940.0,44.94,-181.58,-0.109
M1_LONDON_ORB30_INCLUDE_NEWS_RR4,RR,261,26.82,-10190.0,0.94,44285.0,42.85,-39.04,0.055
M1_LONDON_ORB30_INCLUDE_NEWS_RR4,RRR,313,26.52,-19570.0,0.901,51270.0,49.85,-62.52,0.012
M1_LONDON_ORB30_INCLUDE_NEWS_RR4p5,ORIGINAL,565,22.48,-33834.0,0.902,67497.0,64.19,-59.88,-0.062
M1_LONDON_ORB30_INCLUDE_NEWS_RR4p5,R,158,21.52,-23303.0,0.791,41920.0,41.92,-147.49,-0.064
M1_LONDON_ORB30_INCLUDE_NEWS_RR4p5,RR,259,26.64,-2010.0,0.988,39188.0,37.61,-7.76,0.106
M1_LONDON_ORB30_INCLUDE_NEWS_RR4p5,RRR,309,26.21,-11067.0,0.943,46853.0,45.18,-35.82,0.058
M1_LONDON_ORB30_INCLUDE_NEWS_RR5,ORIGINAL,562,21.53,-36145.0,0.896,61565.0,61.15,-64.31,-0.093
M1_LONDON_ORB30_INCLUDE_NEWS_RR5,R,158,20.89,-25645.0,0.771,48190.0,48.19,-162.31,-0.083
M1_LONDON_ORB30_INCLUDE_NEWS_RR5,RR,255,25.49,-5425.0,0.968,47425.0,46.24,-21.27,0.094
M1_LONDON_ORB30_INCLUDE_NEWS_RR5,RRR,305,25.25,-15275.0,0.922,54350.0,53.33,-50.08,0.045
M1_LONDON_ORB30_SKIP_NEWS_RR1,ORIGINAL,500,46.8,-35700.0,0.838,45585.0,44.13,-71.4,-0.061
M1_LONDON_ORB30_SKIP_NEWS_RR1,R,106,50.0,-6630.0,0.866,17545.0,16.32,-62.55,0.0
M1_LONDON_ORB30_SKIP_NEWS_RR1,RR,200,52.5,3710.0,1.044,15350.0,13.94,18.55,0.051
M1_LONDON_ORB30_SKIP_NEWS_RR1,RRR,285,52.98,10370.0,1.09,16965.0,14.41,36.39,0.066
M1_LONDON_ORB30_SKIP_NEWS_RR1p5,ORIGINAL,460,36.74,-46397.0,0.804,57001.0,55.49,-100.86,-0.078
M1_LONDON_ORB30_SKIP_NEWS_RR1p5,R,106,41.51,-2780.0,0.951,14654.0,13.69,-26.23,0.038
M1_LONDON_ORB30_SKIP_NEWS_RR1p5,RR,198,45.45,14535.0,1.15,14328.0,12.67,73.41,0.127
M1_LONDON_ORB30_SKIP_NEWS_RR1p5,RRR,275,45.09,25094.0,1.196,16170.0,13.46,91.25,0.119
M1_LONDON_ORB30_SKIP_NEWS_RR2,ORIGINAL,428,29.21,-63245.0,0.741,75375.0,72.74,-147.77,-0.15
M1_LONDON_ORB30_SKIP_NEWS_RR2,R,106,33.96,-1785.0,0.971,14110.0,13.15,-16.84,0.008
M1_LONDON_ORB30_SKIP_NEWS_RR2,RR,194,35.57,7555.0,1.07,13480.0,12.4,38.94,0.037
M1_LONDON_ORB30_SKIP_NEWS_RR2,RRR,259,37.07,19410.0,1.141,15475.0,12.96,74.94,0.074
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,ORIGINAL,417,26.38,-57194.0,0.769,70104.0,67.86,-137.16,-0.136
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,R,106,31.13,-2013.0,0.969,16930.0,15.65,-18.99,0.058
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,RR,186,34.41,13433.0,1.127,14061.0,12.73,72.22,0.123
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,RRR,238,34.45,5872.0,1.044,21086.0,19.36,24.67,0.093
M1_LONDON_ORB30_SKIP_NEWS_RR3,ORIGINAL,406,23.89,-63045.0,0.746,77395.0,74.44,-155.28,-0.147
M1_LONDON_ORB30_SKIP_NEWS_RR3,R,106,27.36,-6295.0,0.907,22010.0,20.23,-59.39,-0.013
M1_LONDON_ORB30_SKIP_NEWS_RR3,RR,180,30.56,6250.0,1.058,25125.0,21.77,34.72,0.077
M1_LONDON_ORB30_SKIP_NEWS_RR3,RRR,226,30.53,-2330.0,0.983,30415.0,27.53,-10.31,0.043
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,ORIGINAL,404,23.02,-58804.0,0.764,70896.0,69.71,-145.55,-0.132
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,R,106,25.47,-10590.0,0.847,19491.0,19.49,-99.91,-0.036
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,RR,179,27.37,-4957.0,0.956,25344.0,24.16,-27.69,-0.002
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,RRR,219,27.85,-8135.0,0.938,25746.0,25.7,-37.15,-0.001
M1_LONDON_ORB30_SKIP_NEWS_RR4,ORIGINAL,401,22.19,-48545.0,0.805,63340.0,61.88,-121.06,-0.112
M1_LONDON_ORB30_SKIP_NEWS_RR4,R,106,25.47,-7370.0,0.893,20790.0,20.51,-69.53,0.026
M1_LONDON_ORB30_SKIP_NEWS_RR4,RR,176,29.55,6825.0,1.064,23580.0,21.69,38.78,0.117
M1_LONDON_ORB30_SKIP_NEWS_RR4,RRR,211,28.91,4575.0,1.037,21115.0,20.44,21.68,0.087
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,ORIGINAL,398,21.36,-50834.0,0.796,68778.0,67.08,-127.72,-0.104
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,R,106,25.47,-3083.0,0.955,18892.0,18.39,-29.08,0.078
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,RR,174,29.31,11441.0,1.108,23580.0,20.78,65.75,0.161
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,RRR,207,28.5,9614.0,1.079,21115.0,19.56,46.44,0.129
M1_LONDON_ORB30_SKIP_NEWS_RR5,ORIGINAL,396,20.2,-50950.0,0.796,67385.0,66.93,-128.66,-0.128
M1_LONDON_ORB30_SKIP_NEWS_RR5,R,106,24.53,-7445.0,0.893,25255.0,24.25,-70.24,0.025
M1_LONDON_ORB30_SKIP_NEWS_RR5,RR,170,27.65,7815.0,1.074,29435.0,26.25,45.97,0.139
M1_LONDON_ORB30_SKIP_NEWS_RR5,RRR,203,27.09,5195.0,1.043,27775.0,25.69,25.59,0.108
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,ORIGINAL,494,46.96,-32955.0,0.881,51440.0,50.8,-66.71,-0.058
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,R,158,51.9,-12270.0,0.883,24510.0,22.2,-77.66,0.038
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,RR,287,56.79,30180.0,1.201,13665.0,11.27,105.16,0.131
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,RRR,385,53.77,27835.0,1.14,14350.0,11.31,72.3,0.08
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,ORIGINAL,450,36.44,-63238.0,0.793,82450.0,81.56,-140.53,-0.107
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,R,158,45.57,3167.0,1.028,21392.0,18.12,20.04,0.129
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RR,279,45.52,25549.0,1.146,12240.0,9.99,91.57,0.121
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RRR,351,44.16,18891.0,1.087,14834.0,12.35,53.82,0.083
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,ORIGINAL,427,31.85,-61375.0,0.802,78115.0,78.07,-143.74,-0.124
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,R,158,36.71,-11465.0,0.91,29505.0,25.3,-72.56,0.032
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,RR,265,38.49,10520.0,1.057,18990.0,14.87,39.7,0.066
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,RRR,315,37.78,-35.0,1.0,26410.0,21.2,-0.11,0.042
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,ORIGINAL,421,29.69,-44187.0,0.859,63428.0,62.84,-104.96,-0.106
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,R,158,30.38,-30951.0,0.775,50232.0,42.74,-195.89,-0.065
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RR,246,34.55,-6903.0,0.963,30216.0,24.94,-28.06,0.041
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RRR,281,34.52,-9389.0,0.954,31287.0,26.13,-33.41,0.023
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,ORIGINAL,414,28.5,-41580.0,0.867,67495.0,66.3,-100.43,-0.089
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,R,158,29.75,-29100.0,0.791,49905.0,42.04,-184.18,-0.031
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,RR,238,33.61,-4685.0,0.974,30920.0,25.03,-19.68,0.069
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,RRR,262,32.82,-15105.0,0.924,39870.0,32.61,-57.65,0.027
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,ORIGINAL,410,27.8,-50280.0,0.84,73716.0,73.72,-122.63,-0.114
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,R,158,27.22,-33897.0,0.763,53541.0,45.69,-214.54,-0.071
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RR,233,30.47,-19538.0,0.895,44486.0,36.74,-83.85,-0.003
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RRR,254,30.31,-28078.0,0.858,50961.0,42.51,-110.54,-0.031
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,ORIGINAL,409,27.38,-51565.0,0.836,75020.0,75.02,-126.08,-0.112
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,R,158,27.22,-33195.0,0.768,53005.0,45.3,-210.09,-0.07
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,RR,229,31.0,-12955.0,0.929,38665.0,32.04,-56.57,0.034
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,RRR,247,30.36,-23275.0,0.881,46920.0,39.27,-94.23,-0.009
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,ORIGINAL,408,27.21,-46624.0,0.851,70272.0,70.27,-114.27,-0.102
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,R,158,27.22,-33418.0,0.766,50548.0,44.35,-211.51,-0.073
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RR,227,30.4,-13323.0,0.927,36507.0,31.2,-58.69,0.036
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RRR,245,29.8,-23643.0,0.879,44762.0,38.65,-96.5,-0.007
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,ORIGINAL,408,26.96,-42855.0,0.864,68500.0,68.5,-105.04,-0.09
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,R,158,26.58,-41710.0,0.709,54620.0,49.09,-263.99,-0.126
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,RR,224,29.46,-20580.0,0.887,41595.0,36.19,-91.87,0.007
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,RRR,242,28.93,-30900.0,0.841,48835.0,42.94,-127.69,-0.035
M1_LONDON_ORB60_SKIP_NEWS_RR1,ORIGINAL,340,46.47,-35770.0,0.815,50250.0,50.11,-105.21,-0.069
M1_LONDON_ORB60_SKIP_NEWS_RR1,R,106,52.83,420.0,1.007,15535.0,13.4,3.96,0.057
M1_LONDON_ORB60_SKIP_NEWS_RR1,RR,195,56.41,25570.0,1.267,12280.0,9.43,131.13,0.118
M1_LONDON_ORB60_SKIP_NEWS_RR1,RRR,259,53.67,25860.0,1.205,12965.0,9.59,99.85,0.08
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,ORIGINAL,312,36.54,-42788.0,0.792,56568.0,56.57,-137.14,-0.105
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,R,106,47.17,12763.0,1.186,13367.0,10.7,120.41,0.17
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,RR,189,46.56,27767.0,1.251,11098.0,8.19,146.92,0.142
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,RRR,238,45.38,27904.0,1.204,19267.0,13.64,117.24,0.118
M1_LONDON_ORB60_SKIP_NEWS_RR2,ORIGINAL,292,31.51,-46090.0,0.778,56650.0,56.65,-157.84,-0.14
M1_LONDON_ORB60_SKIP_NEWS_RR2,R,106,36.79,5100.0,1.065,19175.0,15.43,48.11,0.058
M1_LONDON_ORB60_SKIP_NEWS_RR2,RR,181,37.02,16625.0,1.137,21320.0,15.46,91.85,0.057
M1_LONDON_ORB60_SKIP_NEWS_RR2,RRR,217,37.33,13575.0,1.095,24865.0,17.96,62.56,0.054
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,ORIGINAL,288,29.17,-38151.0,0.819,50282.0,50.28,-132.47,-0.134
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,R,106,32.08,-4608.0,0.946,21921.0,18.69,-43.47,0.019
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,RR,170,35.88,12909.0,1.109,14360.0,11.28,75.94,0.106
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,RRR,196,36.73,17303.0,1.133,15466.0,11.65,88.28,0.107
M1_LONDON_ORB60_SKIP_NEWS_RR3,ORIGINAL,282,27.66,-34015.0,0.839,47480.0,47.48,-120.62,-0.135
