timeframe,configs,trades,net_profit,avg_net_per_config,median_profit_factor,avg_win_rate,worst_dd_pct,configs_profitable
M5,162,55093,2468419.000000026,15237.154320987815,1.087137907772922,35.404983114950426,86.28939613405883,97
M15,162,40742,2221181.000000033,13710.993827160697,1.0942324500385614,36.827062845719716,84.17530117495295,97
M1,162,72170,2050631.999999993,12658.222222222179,0.9880554107877517,34.252639779626044,81.55614465458582,80
