orb_minutes,configs,trades,net_profit,avg_net_per_config,median_profit_factor,avg_win_rate,worst_dd_pct,configs_profitable
30,162,57039,3013554.0000000102,18602.185185185248,1.0546598967234728,35.05496686387769,78.52926709296541,90
60,162,41493,2825356.0000000414,17440.469135802727,1.0012034150944589,38.27591111762026,81.55614465458582,81
15,162,69473,901322.0000000005,5563.716049382719,1.0697535898943347,33.15380775879823,86.28939613405883,103
