#,ticket,direction,lots,session_name,session,trade_in_session,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,range_high,range_low,range_mid,gross_profit,commission,net_profit,r_multiple,balance_after,duration_min
385,385,BUY,1.0,london,2026-07-09 03:00:00,2,2026-07-09 07:00:00,4108.2,4101.75,4114.65,2026-07-09 07:15:00,4114.65,TAKE PROFIT hit,4119.9,4111.3,4115.6,644.9999999999818,0.0,644.9999999999818,1.0,238542.99999999956,15.0
386,386,SELL,1.0,london,2026-07-09 03:00:00,3,2026-07-09 08:15:00,4122.8,4129.25,4116.35,2026-07-09 08:20:00,4116.35,TAKE PROFIT hit,4119.9,4111.3,4115.6,644.9999999999818,0.0,644.9999999999818,1.0,239187.99999999953,5.0
389,389,BUY,1.0,london,2026-07-10 03:00:00,1,2026-07-10 03:45:00,4116.0,4112.4,4119.6,2026-07-10 04:26:00,4112.4,STOP LOSS hit,4122.5,4117.7,4120.1,-360.0000000000364,0.0,-360.0000000000364,-1.0,238922.9999999995,41.0
390,390,BUY,1.0,london,2026-07-10 03:00:00,2,2026-07-10 07:00:00,4113.3,4109.7,4116.9,2026-07-10 07:04:00,4117.1,TAKE PROFIT hit,4122.5,4117.7,4120.1,380.0000000000182,0.0,380.0000000000182,1.0555555555554994,239302.99999999953,4.0
393,393,SELL,1.0,london,2026-07-13 03:00:00,1,2026-07-13 04:00:00,4072.8,4082.4,4063.2,2026-07-13 04:12:00,4082.4,STOP LOSS hit,4069.3,4056.5,4062.9,-959.9999999999909,0.0,-959.9999999999909,-1.0,238477.99999999956,12.0
394,394,SELL,1.0,london,2026-07-13 03:00:00,2,2026-07-13 07:15:00,4071.9,4081.5,4062.3,2026-07-13 08:12:00,4062.3,TAKE PROFIT hit,4069.3,4056.5,4062.9,959.9999999999909,0.0,959.9999999999909,1.0,239437.99999999956,57.0
395,395,SELL,1.0,london,2026-07-13 03:00:00,3,2026-07-13 08:45:00,4070.7,4080.3,4061.1,2026-07-13 09:30:00,4070.2,stop time,4069.3,4056.5,4062.9,50.0,0.0,50.0,0.05208333333333136,239487.99999999956,45.0
398,398,BUY,1.0,london,2026-07-16 03:00:00,1,2026-07-16 03:30:00,4029.1,4025.35,4032.85,2026-07-16 03:40:00,4032.85,TAKE PROFIT hit,4035.8,4030.8,4033.3,375.0,0.0,375.0,1.0,239102.99999999956,10.0
399,399,SELL,1.0,london,2026-07-16 03:00:00,2,2026-07-16 04:00:00,4035.5,4039.25,4031.75,2026-07-16 04:02:00,4039.25,STOP LOSS hit,4035.8,4030.8,4033.3,-375.0,0.0,-375.0,-1.0,238727.99999999956,2.0
400,400,SELL,1.0,london,2026-07-16 03:00:00,3,2026-07-16 04:30:00,4037.0,4040.75,4033.25,2026-07-16 04:47:00,4040.75,STOP LOSS hit,4035.8,4030.8,4033.3,-375.0,0.0,-375.0,-1.0,238352.99999999956,17.0
403,403,BUY,1.0,london,2026-07-17 03:00:00,1,2026-07-17 04:00:00,3996.6,3989.47,4003.73,2026-07-17 04:04:00,4003.73,TAKE PROFIT hit,4006.6,3997.1,4001.85,713.0000000000109,0.0,713.0000000000109,1.0,239350.99999999956,4.0
404,404,BUY,1.0,london,2026-07-17 03:00:00,2,2026-07-17 07:00:00,3994.5,3987.38,4001.62,2026-07-17 07:54:00,4001.62,TAKE PROFIT hit,4006.6,3997.1,4001.85,711.9999999999891,0.0,711.9999999999891,1.0,240062.99999999956,54.0
405,405,BUY,1.0,london,2026-07-17 03:00:00,3,2026-07-17 08:15:00,3994.2,3987.07,4001.33,2026-07-17 08:32:00,3987.07,STOP LOSS hit,4006.6,3997.1,4001.85,-712.9999999999654,0.0,-712.9999999999654,-1.0,239349.9999999996,17.0
408,408,SELL,1.0,london,2026-07-20 03:00:00,1,2026-07-20 03:45:00,4026.0,4029.6,4022.4,2026-07-20 03:48:00,4022.4,TAKE PROFIT hit,4011.3,4006.5,4008.9,359.9999999999909,0.0,359.9999999999909,1.0,238969.99999999953,3.0
411,411,BUY,1.0,london,2026-07-21 03:00:00,1,2026-07-21 03:30:00,4073.9,4067.3,4080.5,2026-07-21 04:29:00,4067.3,STOP LOSS hit,4084.8,4076.0,4080.4,-659.9999999999909,0.0,-659.9999999999909,-1.0,239174.9999999995,59.0
414,414,SELL,1.0,london,2026-07-22 03:00:00,1,2026-07-22 03:30:00,4124.2,4128.32,4120.08,2026-07-22 03:39:00,4120.08,TAKE PROFIT hit,4121.6,4116.1,4118.85,411.9999999999891,0.0,411.9999999999891,1.0,240311.99999999948,9.0
415,415,BUY,1.0,london,2026-07-22 03:00:00,2,2026-07-22 04:00:00,4115.0,4110.88,4119.12,2026-07-22 04:04:00,4119.12,TAKE PROFIT hit,4121.6,4116.1,4118.85,411.9999999999891,0.0,411.9999999999891,1.0,240723.99999999948,4.0
416,416,SELL,1.0,london,2026-07-22 03:00:00,3,2026-07-22 04:30:00,4121.8,4125.93,4117.67,2026-07-22 05:07:00,4125.93,STOP LOSS hit,4121.6,4116.1,4118.85,-413.0000000000109,0.0,-413.0000000000109,-1.0,240310.99999999948,37.0
419,419,BUY,1.0,london,2026-07-23 03:00:00,1,2026-07-23 03:45:00,4098.6,4085.62,4111.58,2026-07-23 07:23:00,4085.62,STOP LOSS hit,4122.2,4104.9,4113.549999999999,-1298.0000000000473,0.0,-1298.0000000000473,-1.0,239517.99999999945,218.0
422,422,SELL,1.0,london,2026-07-24 03:00:00,1,2026-07-24 03:30:00,4051.7,4061.07,4042.33,2026-07-24 04:59:00,4061.07,STOP LOSS hit,4050.0,4037.5,4043.75,-937.0000000000346,0.0,-937.0000000000346,-1.0,238280.99999999942,89.0
425,425,SELL,1.0,london,2026-07-27 03:00:00,1,2026-07-27 03:30:00,4105.4,4109.9,4100.9,2026-07-27 03:38:00,4100.9,TAKE PROFIT hit,4104.0,4098.0,4101.0,450.0,0.0,450.0,1.0,240430.99999999936,8.0
426,426,BUY,1.0,london,2026-07-27 03:00:00,2,2026-07-27 04:00:00,4090.9,4086.4,4095.4,2026-07-27 04:53:00,4095.4,TAKE PROFIT hit,4104.0,4098.0,4101.0,450.0,0.0,450.0,1.0,240880.99999999936,53.0
427,427,BUY,1.0,london,2026-07-27 03:00:00,3,2026-07-27 06:15:00,4092.6,4088.1,4097.1,2026-07-27 06:31:00,4097.1,TAKE PROFIT hit,4104.0,4098.0,4101.0,450.0000000000455,0.0,450.0000000000455,1.000000000000101,241330.99999999942,16.0
429,429,BUY,1.0,london,2026-07-28 03:00:00,1,2026-07-28 04:00:00,4047.3,4044.53,4050.07,2026-07-28 04:02:00,4050.07,TAKE PROFIT hit,4051.4,4047.7,4049.55,276.9999999999982,0.0,276.9999999999982,1.0,241447.99999999942,2.0
430,430,BUY,1.0,london,2026-07-28 03:00:00,2,2026-07-28 04:45:00,4043.6,4040.82,4046.38,2026-07-28 05:28:00,4040.82,STOP LOSS hit,4051.4,4047.7,4049.55,-277.99999999997453,0.0,-277.99999999997453,-1.0,241169.99999999945,43.0
433,433,BUY,1.0,london,2026-07-31 03:00:00,1,2026-07-31 03:30:00,4130.2,4127.35,4133.05,2026-07-31 03:34:00,4127.35,STOP LOSS hit,4136.8,4133.0,4134.9,-284.99999999994543,0.0,-284.99999999994543,-1.0,239884.9999999995,4.0
436,436,SELL,1.0,london,2026-08-04 03:00:00,1,2026-08-04 04:15:00,4124.3,4128.2,4120.4,2026-08-04 04:22:00,4120.4,TAKE PROFIT hit,4121.8,4116.6,4119.200000000001,390.00000000005457,0.0,390.00000000005457,1.0000000000002331,239354.9999999996,7.0
437,437,BUY,1.0,london,2026-08-04 03:00:00,2,2026-08-04 04:45:00,4115.1,4111.2,4119.0,2026-08-04 04:52:00,4111.2,STOP LOSS hit,4121.8,4116.6,4119.200000000001,-390.00000000005457,0.0,-390.00000000005457,-1.0,238964.99999999953,7.0
438,438,SELL,1.0,london,2026-08-04 03:00:00,3,2026-08-04 07:45:00,4126.8,4130.7,4122.9,2026-08-04 07:47:00,4130.7,STOP LOSS hit,4121.8,4116.6,4119.200000000001,-389.9999999999636,0.0,-389.9999999999636,-1.0,238574.99999999956,2.0
440,440,SELL,1.0,london,2026-08-06 03:00:00,1,2026-08-06 04:15:00,4327.8,4335.75,4319.85,2026-08-06 04:50:00,4335.75,STOP LOSS hit,4322.5,4311.9,4317.2,-794.9999999999818,0.0,-794.9999999999818,-1.0,239039.99999999953,35.0
441,441,SELL,1.0,london,2026-08-06 03:00:00,2,2026-08-06 08:00:00,4322.2,4330.15,4314.25,2026-08-06 08:16:00,4314.25,TAKE PROFIT hit,4322.5,4311.9,4317.2,794.9999999999818,0.0,794.9999999999818,1.0,239834.9999999995,16.0
442,442,SELL,1.0,london,2026-08-06 03:00:00,3,2026-08-06 08:45:00,4326.2,4334.15,4318.25,2026-08-06 08:48:00,4318.25,TAKE PROFIT hit,4322.5,4311.9,4317.2,794.9999999999818,0.0,794.9999999999818,1.0,240629.99999999948,3.0
447,447,SELL,1.0,london,2026-08-10 03:00:00,1,2026-08-10 03:45:00,4418.6,4425.35,4411.85,2026-08-10 04:09:00,4411.85,TAKE PROFIT hit,4418.4,4409.4,4413.9,675.0,0.0,675.0,1.0,239634.9999999995,24.0
448,448,BUY,1.0,london,2026-08-10 03:00:00,2,2026-08-10 04:45:00,4405.2,4398.45,4411.95,2026-08-10 05:36:00,4398.45,STOP LOSS hit,4418.4,4409.4,4413.9,-675.0,0.0,-675.0,-1.0,238959.9999999995,51.0
451,451,BUY,1.0,london,2026-08-11 03:00:00,1,2026-08-11 03:45:00,4417.8,4413.23,4422.37,2026-08-11 04:03:00,4422.37,TAKE PROFIT hit,4426.5,4420.4,4423.45,456.9999999999709,0.0,456.9999999999709,0.9999999999998009,239921.9999999995,18.0
452,452,SELL,1.0,london,2026-08-11 03:00:00,2,2026-08-11 04:30:00,4427.5,4432.08,4422.92,2026-08-11 04:37:00,4432.08,STOP LOSS hit,4426.5,4420.4,4423.45,-457.9999999999927,0.0,-457.9999999999927,-1.0,239463.9999999995,7.0
