timeframe,configs,trades,net_profit,avg_net_per_config,median_profit_factor,avg_win_rate,worst_dd_pct,configs_profitable
M1,18,8154,177149.99999999884,9841.666666666602,0.9520826767481876,36.60679131672063,78.07206036679818,7
M15,18,4534,126885.00000000553,7049.1666666669735,1.083461203752853,37.33340552608797,80.11499999999894,11
M5,18,6157,95150.00000000477,5286.111111111376,1.038069604640511,36.89273293333702,78.52926709296541,11
