reverse,configs,trades,net_profit,avg_net_per_config,total_r,avg_r,median_profit_factor,avg_win_rate,worst_dd_pct,profitable
True,1620,306053,5766118.999999973,3559.332716049366,25895.299257704002,0.07765334141709278,1.0548381520471248,43.65662019811982,68.3250492356746,965
False,1620,315848,-20428321.99999975,-12610.07530864182,-36653.96454100111,-0.11474991353016932,0.8992679643798918,35.52080946096288,92.64000000000034,473
