session,configs,trades,net_profit,avg_net_per_config,total_r,avg_r,median_profit_factor,avg_win_rate,worst_dd_pct,profitable
LONDON,3240,621901,-14662202.999999778,-4525.371296296228,-10758.665283297107,-0.018548286056538264,0.9621641489946573,39.58871482954135,92.64000000000034,1438
