timeframe,session,orb_minutes,news_mode,risk_reward,sl_range_mult,max_trades,trades_rev,net_profit_rev,profit_factor_rev,win_rate_rev,max_dd_pct_rev,avg_r_rev,trades_fwd,net_profit_fwd,profit_factor_fwd,win_rate_fwd,max_dd_pct_fwd,avg_r_fwd,edge_over_forward
M15,LONDON,15,SKIP_NEWS,2.5,0.75,3,185,47467.99999999939,1.5445388948159302,43.78378378378379,10.177584914867433,0.4448509805975188,215,-72171.9999999995,0.6208916180340714,23.72093023255814,76.52999999999949,-0.3021919580892106,119639.9999999989
M5,LONDON,15,INCLUDE_NEWS,1.0,2.0,3,254,62399.99999999942,1.3091251362330305,58.26771653543307,35.54525734569115,0.13593394697600233,222,-55289.999999999534,0.7742528172464496,42.792792792792795,67.25636489500779,-0.11058152463380277,117689.99999999895
M5,LONDON,15,SKIP_NEWS,3.0,0.75,3,206,45524.99999999965,1.4260924908510613,33.49514563106796,13.612373986953788,0.20353106333973608,250,-72118.99999999948,0.6572502649551137,19.6,74.10699999999949,-0.32821791196044514,117643.99999999913
M15,LONDON,15,SKIP_NEWS,3.0,0.75,3,179,50504.99999999965,1.5733666345007635,40.22346368715084,10.446033542545624,0.45663933350860997,215,-66945.99999999933,0.6519392742019362,22.790697674418606,69.93499999999932,-0.27215530985651804,117450.99999999898
M5,LONDON,15,SKIP_NEWS,1.0,1.5,2,177,56944.99999999997,1.4824212131480836,60.451977401129945,11.601053936763812,0.19797031329720113,170,-58105.00000000026,0.6833342416480451,38.23529411764706,64.8067136862783,-0.1997266218156284,115050.00000000023
M5,LONDON,15,INCLUDE_NEWS,1.0,2.0,2,227,63349.99999999962,1.3410314384151585,59.03083700440529,34.92201879298649,0.1563137943667512,208,-51679.99999999971,0.7809519772813981,42.78846153846153,62.72166237012715,-0.11240819472002918,115029.99999999933
M15,LONDON,15,SKIP_NEWS,1.5,0.75,3,225,47949.00000000009,1.520421121180877,51.11111111111111,7.646794603720503,0.2669256976030628,218,-66497.99999999916,0.6298448641517659,29.81651376146789,68.45799999999895,-0.2867242894097661,114446.99999999924
M5,LONDON,15,INCLUDE_NEWS,2.0,1.0,3,303,37659.99999999913,1.1972967309304239,40.5940594059406,24.27991494297313,0.12371854843547929,328,-76529.99999999978,0.7463037857190218,28.353658536585364,92.33999999999973,-0.21100921573946563,114189.99999999891
M1,LONDON,15,SKIP_NEWS,1.0,2.0,3,189,56879.99999999974,1.4235294117647042,56.08465608465608,10.408246939612221,0.0939704763378292,178,-56959.99999999913,0.6974075648108836,44.38202247191011,74.43637041177502,-0.07567426628636627,113839.99999999886
M15,LONDON,15,SKIP_NEWS,1.0,1.5,3,190,51449.99999999991,1.425787230520957,61.05263157894737,18.637352392790675,0.21015366128105864,168,-59794.99999999971,0.6639692039675194,36.904761904761905,61.389999999999866,-0.22648358413515413,111244.99999999962
