risk_reward,configs,trades,net_profit,avg_net_per_config,median_profit_factor,avg_win_rate,worst_dd_pct,configs_profitable
2.0,54,18845,399185.00000000914,7392.314814814984,1.033209953705168,36.94430992538187,80.11499999999894,29
