config,timeframe,session,orb_minutes,news_mode,risk_reward,range_start,range_end,stop_time,trades,wins,losses,win_rate,net_profit,profit_factor,expectancy,max_dd_money,max_dd_pct,max_consec_wins,max_consec_losses,avg_r,total_r,recovery_factor,long_net,short_net,avg_duration_min,folder
M1_ASIA_ORB15_INCLUDE_NEWS,M1,ASIA,15,INCLUDE_NEWS,2.0,19:00,19:15,03:00,857,314,543,36.63943990665111,88054.99999999793,1.284383225410557,102.7479579929969,23480.000000000495,14.15609079673261,5,16,0.08259434863143919,70.78335677714338,3.7502129471889303,57424.99999999809,30630.000000000247,23.043173862310386,matrix_out/M1_ASIA_ORB15_INCLUDE_NEWS
M1_ASIA_ORB30_INCLUDE_NEWS,M1,ASIA,30,INCLUDE_NEWS,2.0,19:00,19:30,03:00,677,258,419,38.10930576070901,114934.99999999939,1.4091014255459218,169.77104874445942,21180.000000000116,11.604207758053994,5,11,0.12595754635471634,85.27325888214297,5.426581680830914,62769.99999999879,52165.00000000023,32.887740029542094,matrix_out/M1_ASIA_ORB30_INCLUDE_NEWS
M1_ASIA_ORB60_INCLUDE_NEWS,M1,ASIA,60,INCLUDE_NEWS,2.0,19:00,20:00,03:00,478,186,292,38.912133891213394,89119.99999999974,1.3312641712820132,186.4435146443512,23999.999999999884,14.02688486265338,6,18,0.11991396372197285,57.318874659103024,3.7133333333333405,44349.999999999956,44769.999999999935,56.11715481171548,matrix_out/M1_ASIA_ORB60_INCLUDE_NEWS
M1_LONDON_ORB15_INCLUDE_NEWS,M1,LONDON,15,INCLUDE_NEWS,2.0,03:00,03:15,09:30,796,264,532,33.165829145728644,-27694.999999999403,0.9205183027450548,-34.792713567838426,45085.00000000011,42.57318224740328,5,14,-0.03077361745889986,-24.49579949728429,-0.6142841299766959,-27875.000000000455,180.0000000010641,28.17462311557789,matrix_out/M1_LONDON_ORB15_INCLUDE_NEWS
M1_LONDON_ORB30_INCLUDE_NEWS,M1,LONDON,30,INCLUDE_NEWS,2.0,03:00,03:30,09:30,610,191,419,31.311475409836063,-38154.99999999981,0.8862182593525881,-62.54918032786873,60865.000000000255,55.91126217159662,4,12,-0.09000884959115438,-54.90539825060417,-0.6268791587940467,-19210.000000000902,-18944.999999999025,40.59344262295082,matrix_out/M1_LONDON_ORB30_INCLUDE_NEWS
M1_LONDON_ORB60_INCLUDE_NEWS,M1,LONDON,60,INCLUDE_NEWS,2.0,03:00,04:00,09:30,427,136,290,31.85011709601874,-61374.99999999965,0.8016097490019889,-143.73536299765723,78114.99999999994,78.07206036679818,5,12,-0.12371473349366915,-52.82619120179673,-0.7857005696729142,-33025.000000000364,-28349.99999999927,62.20140515222482,matrix_out/M1_LONDON_ORB60_INCLUDE_NEWS
M1_NEW_YORK_ORB15_INCLUDE_NEWS,M1,NEW_YORK,15,INCLUDE_NEWS,2.0,09:30,09:45,16:55,448,175,273,39.0625,22854.999999999724,1.0727159924277365,51.015624999999325,33395.00000000023,21.74649171360678,7,11,0.039790630139472725,17.826202302483782,0.6843838898038498,-18885.000000000673,41740.00000000037,83.11160714285714,matrix_out/M1_NEW_YORK_ORB15_INCLUDE_NEWS
M1_NEW_YORK_ORB30_INCLUDE_NEWS,M1,NEW_YORK,30,INCLUDE_NEWS,2.0,09:30,10:00,16:55,347,135,210,38.90489913544668,-45589.999999999534,0.8585259891388688,-131.383285302592,72274.99999999946,58.69812393405305,5,10,-0.024448437993422358,-8.483607983717558,-0.630785195434104,-63145.00000000025,17555.000000000837,116.64841498559078,matrix_out/M1_NEW_YORK_ORB30_INCLUDE_NEWS
M1_NEW_YORK_ORB60_INCLUDE_NEWS,M1,NEW_YORK,60,INCLUDE_NEWS,2.0,09:30,10:30,16:55,221,93,128,42.081447963800905,-3575.000000000029,0.9836470507513205,-16.176470588235706,47664.999999999985,40.100113574222824,5,8,0.016950164631504318,3.745986383562454,-0.07500262246931774,-29365.000000000193,25790.000000000102,158.6787330316742,matrix_out/M1_NEW_YORK_ORB60_INCLUDE_NEWS
M1_ASIA_ORB15_SKIP_NEWS,M1,ASIA,15,SKIP_NEWS,2.0,19:00,19:15,03:00,584,218,366,37.32876712328767,73429.99999999854,1.3488858269587038,125.73630136986087,20545.00000000006,12.361612515042196,5,18,0.10860611100739455,63.42596882831842,3.5741056218057112,37624.99999999878,35804.99999999997,23.659246575342465,matrix_out/M1_ASIA_ORB15_SKIP_NEWS
M1_ASIA_ORB30_SKIP_NEWS,M1,ASIA,30,SKIP_NEWS,2.0,19:00,19:30,03:00,458,182,276,39.737991266375545,115084.99999999904,1.6345491136658044,251.27729257641698,16710.000000000204,8.632982021078867,5,14,0.18905549390899454,86.5874162103195,6.887193297426549,60919.99999999911,54164.99999999987,34.75545851528384,matrix_out/M1_ASIA_ORB30_SKIP_NEWS
M1_ASIA_ORB60_SKIP_NEWS,M1,ASIA,60,SKIP_NEWS,2.0,19:00,20:00,03:00,314,124,190,39.490445859872615,77054.99999999942,1.4212382123821217,245.39808917197328,22450.000000000175,13.05422299752885,9,12,0.1466169243561251,46.03771424782328,3.4322939866369184,31059.999999999764,45994.99999999984,60.44904458598726,matrix_out/M1_ASIA_ORB60_SKIP_NEWS
M1_LONDON_ORB15_SKIP_NEWS,M1,LONDON,15,SKIP_NEWS,2.0,03:00,03:15,09:30,553,179,374,32.368896925858955,-40214.999999998756,0.8363281170509397,-72.72151898733948,52094.99999999917,49.63319359756012,5,14,-0.05509813708079302,-30.469269805678543,-0.7719550820616066,-32699.99999999918,-7514.999999999554,27.417721518987342,matrix_out/M1_LONDON_ORB15_SKIP_NEWS
M1_LONDON_ORB30_SKIP_NEWS,M1,LONDON,30,SKIP_NEWS,2.0,03:00,03:30,09:30,428,125,303,29.205607476635514,-63244.999999999505,0.741186340105991,-147.76869158878404,75374.99999999958,72.74174869716225,4,15,-0.1503898270845655,-64.36684599219403,-0.8390713101160844,-37345.00000000016,-25899.99999999941,40.0677570093458,matrix_out/M1_LONDON_ORB30_SKIP_NEWS
M1_LONDON_ORB60_SKIP_NEWS,M1,LONDON,60,SKIP_NEWS,2.0,03:00,04:00,09:30,292,92,199,31.506849315068493,-46089.999999999534,0.778114769882536,-157.8424657534231,56649.999999999796,56.6499999999998,5,12,-0.13953448898207682,-40.74407078276643,-0.8135922330097034,-35659.9999999999,-10429.999999999654,61.25684931506849,matrix_out/M1_LONDON_ORB60_SKIP_NEWS
M1_NEW_YORK_ORB15_SKIP_NEWS,M1,NEW_YORK,15,SKIP_NEWS,2.0,09:30,09:45,16:55,287,113,174,39.37282229965157,-3149.9999999997526,0.9845383595935808,-10.975609756096928,29285.00000000022,24.741266421661948,9,11,0.03266931836675516,9.37609437125873,-0.10756359911216422,-18364.999999999738,15214.999999999918,93.74564459930313,matrix_out/M1_NEW_YORK_ORB15_SKIP_NEWS
M1_NEW_YORK_ORB30_SKIP_NEWS,M1,NEW_YORK,30,SKIP_NEWS,2.0,09:30,10:00,16:55,227,89,136,39.20704845814978,-39554.99999999949,0.8138719619791562,-174.25110132158377,63524.99999999939,52.89342214820935,3,9,-0.026797863137824562,-6.0831149322861755,-0.622668240850057,-48700.0,9145.000000000482,126.35242290748899,matrix_out/M1_NEW_YORK_ORB30_SKIP_NEWS
